,HY_id,HY_tipo,HY_metros_totales,HY_num_banos,HY_num_terrazas,HY_trastero,HY_num_garajes,HY_precio,% Descuento,IDEA_area,IDEA_poblacion,IDEA_densidad,IDEA_pc_1960,IDEA_pc_1960_69,IDEA_pc_1970_79,IDEA_pc_1980_89,IDEA_pc_1990_99,IDEA_pc_2000_10,IDEA_pc_comercio,IDEA_pc_industria,IDEA_pc_oficina,IDEA_pc_otros,IDEA_pc_residencial,IDEA_pc_trast_parking,IDEA_ind_tienda,IDEA_ind_turismo,IDEA_ind_alimentacion,IDEA_ind_riqueza,IDEA_rent_alquiler,IDEA_unitprice_sale_residential,IDEA_price_sale_residential,IDEA_stock_sale_residential,IDEA_demand_sale_residential,IDEA_unitprice_rent_residential,IDEA_price_rent_residential,IDEA_stock_rent_residential,IDEA_demand_rent_residential,GA_page_views,GA_mean_bounce,GA_exit_rate,GA_quincena_ini,GA_quincena_ult,TARGET,num_images,piscina,descr_len
1596,6036054,Garaje,25.0,0,0,0,0,12100.0,0.0,592.4,8804.0,14.86,0.02,0.02,0.11,0.14,0.3,0.42,0.02,0.0,0.02,0.02,0.35,0.59,0.67,0.0,0.33,0.15,4.66,985.39,146259.04,657.0,48.91,4.34,447.5,45.0,51.15,41,11.11,24.54,2,47,51.58,2,False,147.0
1597,6036055,Garaje,25.0,0,0,0,0,12100.0,0.0,592.4,8804.0,14.86,0.02,0.02,0.11,0.14,0.3,0.42,0.02,0.0,0.02,0.02,0.35,0.59,0.67,0.0,0.33,0.15,4.66,985.39,146259.04,657.0,48.91,4.34,447.5,45.0,51.15,15,0.0,3.57,4,47,148.45,2,False,147.0
1598,6036056,Local,68.56,0,0,0,0,45300.0,-9.04,584.93,6119.0,10.46,0.04,0.04,0.19,0.1,0.11,0.53,0.02,0.0,0.01,0.03,0.47,0.47,0.33,0.25,0.42,0.1,6.51,914.65,144646.88,780.0,50.17,4.57,653.12,75.0,50.71,281,14.78,14.67,1,47,118.91,5,False,396.0
1599,6036059,Piso,123.0,2,0,0,1,120000.0,-9.09,282.02,4395.0,15.58,0.18,0.18,0.25,0.13,0.12,0.13,0.02,0.01,0.01,0.01,0.5,0.45,0.0,1.0,0.0,0.15,8.27,610.61,78230.32,459.0,49.19,5.8,392.17,12.0,51.61,276,28.08,20.61,15,47,50.02,9,True,2466.0
1600,6036061,Garaje,23.5,0,0,0,0,6600.0,-10.81,843.88,11777.0,13.96,0.06,0.06,0.15,0.18,0.17,0.38,0.03,0.01,0.01,0.02,0.59,0.35,0.37,0.25,0.37,0.14,6.94,907.91,130125.53,687.0,50.72,6.48,561.25,72.0,52.53,13,12.5,15.0,2,46,11.62,2,False,216.0
1601,6036062,Garaje,20.47,0,0,0,0,3100.0,0.0,843.88,11777.0,13.96,0.06,0.06,0.15,0.18,0.17,0.38,0.03,0.01,0.01,0.02,0.59,0.35,0.37,0.25,0.37,0.14,6.94,907.91,130125.53,687.0,50.72,6.48,561.25,72.0,52.53,83,15.52,36.0,2,43,88.42,3,False,216.0
1602,6036063,Garaje,23.5,0,0,0,0,6600.0,-10.81,843.88,11777.0,13.96,0.06,0.06,0.15,0.18,0.17,0.38,0.03,0.01,0.01,0.02,0.59,0.35,0.37,0.25,0.37,0.14,6.94,907.91,130125.53,687.0,50.72,6.48,561.25,72.0,52.53,6,0.0,25.0,2,47,141.0,2,False,216.0
1603,6036065,Garaje,23.62,0,0,0,0,6000.0,-41.75,843.88,11777.0,13.96,0.06,0.06,0.15,0.18,0.17,0.38,0.03,0.01,0.01,0.02,0.59,0.35,0.37,0.25,0.37,0.14,6.94,907.91,130125.53,687.0,50.72,6.48,561.25,72.0,52.53,19,0.0,5.0,2,46,142.3,2,False,216.0
1604,6036066,Garaje,24.7,0,0,0,0,6000.0,-18.92,843.88,11777.0,13.96,0.06,0.06,0.15,0.18,0.17,0.38,0.03,0.01,0.01,0.02,0.59,0.35,0.37,0.25,0.37,0.14,6.94,907.91,130125.53,687.0,50.72,6.48,561.25,72.0,52.53,27,10.0,21.67,2,47,76.36,3,False,216.0
1605,6036067,Garaje,23.28,0,0,0,0,6000.0,-18.92,843.88,11777.0,13.96,0.06,0.06,0.15,0.18,0.17,0.38,0.03,0.01,0.01,0.02,0.59,0.35,0.37,0.25,0.37,0.14,6.94,907.91,130125.53,687.0,50.72,6.48,561.25,72.0,52.53,3,0.0,33.33,4,46,42.0,2,False,216.0
1606,6036068,Garaje,23.56,0,0,0,0,6000.0,-18.92,843.88,11777.0,13.96,0.06,0.06,0.15,0.18,0.17,0.38,0.03,0.01,0.01,0.02,0.59,0.35,0.37,0.25,0.37,0.14,6.94,907.91,130125.53,687.0,50.72,6.48,561.25,72.0,52.53,9,21.43,35.71,4,46,85.14,2,False,216.0
1607,6036070,Garaje,25.0,0,0,0,0,14800.0,0.0,584.93,6119.0,10.46,0.04,0.04,0.19,0.1,0.11,0.53,0.02,0.0,0.01,0.03,0.47,0.47,0.33,0.25,0.42,0.1,6.51,914.65,144646.88,780.0,50.17,4.57,653.12,75.0,50.71,18,55.56,61.11,5,40,19.81,1,False,131.0
1608,6036071,Garaje,25.0,0,0,0,0,14800.0,0.0,584.93,6119.0,10.46,0.04,0.04,0.19,0.1,0.11,0.53,0.02,0.0,0.01,0.03,0.47,0.47,0.33,0.25,0.42,0.1,6.51,914.65,144646.88,780.0,50.17,4.57,653.12,75.0,50.71,9,0.0,12.5,5,30,37.46,1,False,131.0
1609,6036072,Garaje,25.0,0,0,0,0,14800.0,0.0,584.93,6119.0,10.46,0.04,0.04,0.19,0.1,0.11,0.53,0.02,0.0,0.01,0.03,0.47,0.47,0.33,0.25,0.42,0.1,6.51,914.65,144646.88,780.0,50.17,4.57,653.12,75.0,50.71,3,0.0,0.0,5,9,71.5,1,False,131.0
1610,6036073,Garaje,25.0,0,0,0,0,14800.0,0.0,584.93,6119.0,10.46,0.04,0.04,0.19,0.1,0.11,0.53,0.02,0.0,0.01,0.03,0.47,0.47,0.33,0.25,0.42,0.1,6.51,914.65,144646.88,780.0,50.17,4.57,653.12,75.0,50.71,1,0.0,0.0,5,5,20.0,1,False,131.0
1611,6036076,Piso,96.31,1,0,1,1,67600.0,-10.11,8752.14,6478.0,0.74,0.24,0.24,0.13,0.12,0.09,0.18,0.02,0.03,0.0,0.09,0.47,0.39,0.31,0.62,0.08,0.1,7.23,644.7,81900.87,273.0,48.12,2.43,400.0,6.0,0.0,172,4.65,13.07,2,47,32.21,8,False,1017.0
1612,6036077,Piso,93.3,1,0,0,0,49800.0,-26.979999999999997,1579.41,11540.0,7.11,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.44,0.46,0.27,0.25,0.26,0.13,5.27,804.12,104746.43,1086.0,48.97,4.53,483.67,42.0,51.32,71,12.5,13.71,32,47,29.45,8,False,630.0
1613,6036078,Piso,179.0,2,0,0,0,86100.0,-9.08,6723.51,30383.0,4.52,0.15,0.15,0.17,0.13,0.16,0.25,0.02,0.01,0.01,0.03,0.53,0.41,0.24,0.59,0.18,0.12,5.64,751.7,119271.76,2028.0,49.46,3.51,583.89,42.0,50.54,436,17.07,6.32,11,47,25.37,5,0,0.0
1614,6036083,Local,169.38,1,0,0,0,249000.0,-8.12,96.83,12217.0,126.18,0.15,0.15,0.26,0.09,0.12,0.23,0.07,0.05,0.01,0.02,0.57,0.29,0.0,0.5,0.5,0.34,5.16,2211.1,293698.53,513.0,50.31,11.26,900.0,48.0,52.51,179,15.48,24.08,1,47,56.11,8,0,0.0
1615,6036084,Local,160.67,0,0,0,0,289000.0,-9.120000000000001,763.39,8158.0,17.24,0.09,0.09,0.23,0.11,0.13,0.25,0.03,0.01,0.01,0.04,0.5,0.4,0.24,0.27,0.15,0.17,5.06,1034.75,142249.12,987.0,49.59,5.89,616.31,90.0,51.94,58,32.53,41.88,17,47,95.78,5,0,0.0
1616,6036085,Piso,97.0,1,0,0,0,121000.0,0.0,1579.41,11540.0,7.11,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.44,0.46,0.27,0.25,0.26,0.13,5.27,804.12,104746.43,1086.0,48.97,4.53,483.67,42.0,51.32,46,34.85,37.24,36,47,166.52,3,True,1182.0
1617,6036090,Casa de pueblo,317.0,2,0,0,0,335000.0,-8.97,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,66,33.33,8.72,40,47,32.6,7,0,0.0
1618,6036093,Piso,66.0,1,0,0,0,48400.0,-9.19,2452.28,5941.0,2.42,0.03,0.03,0.07,0.17,0.25,0.46,0.03,0.01,0.01,0.06,0.47,0.42,0.67,0.33,0.0,0.1,3.79,950.96,155695.12,855.0,49.58,3.27,240.05,48.0,52.28,336,26.72,24.17,1,44,53.51,5,False,612.0
1619,6036094,Local,98.94,1,0,1,0,50000.0,-9.09,4381.69,5609.0,1.28,0.16,0.16,0.09,0.1,0.18,0.31,0.02,0.03,0.02,0.02,0.58,0.33,0.12,0.12,0.75,0.14,5.34,535.41,62880.31,384.0,48.02,2.42,300.0,33.0,50.87,96,3.95,13.64,1,46,41.7,5,False,594.0
1620,6036098,Garaje,23.38,0,0,0,0,5800.0,0.0,3140.72,1812.0,0.58,0.07,0.07,0.11,0.17,0.16,0.41,0.0,0.0,0.0,0.23,0.35,0.42,0.0,1.0,0.0,0.15,5.37,773.81,107132.18,1002.0,48.57,3.68,490.46,78.0,52.14,31,10.0,23.75,5,44,32.14,2,False,198.0
1621,6036100,Garaje,99.0,0,0,0,0,31100.0,0.0,44.82,4981.0,111.13,0.13,0.13,0.31,0.11,0.11,0.21,0.02,0.0,0.01,0.02,0.59,0.36,1.0,0.0,0.0,0.11,5.82,797.77,101517.94,738.0,48.42,3.53,493.78,39.0,51.23,77,16.67,17.06,5,47,53.57,1,0,0.0
1622,6036102,Garaje,21.0,0,0,0,0,8000.0,-3.61,282.66,12654.0,44.77,0.01,0.01,0.28,0.21,0.13,0.37,0.04,0.0,0.0,0.02,0.53,0.41,0.63,0.03,0.34,0.32,4.43,1949.5,288704.17,5139.0,50.09,8.75,1069.06,1311.0,51.76,13,0.0,38.89,1,47,13.33,8,False,262.0
1623,6036103,Garaje,30.0,0,0,0,0,6100.0,-25.61,282.66,12654.0,44.77,0.01,0.01,0.28,0.21,0.13,0.37,0.04,0.0,0.0,0.02,0.53,0.41,0.63,0.03,0.34,0.32,4.43,1949.5,288704.17,5139.0,50.09,8.75,1069.06,1311.0,51.76,16,0.0,12.96,6,47,27.1,8,False,262.0
1624,6036104,Garaje,27.0,0,0,0,0,5600.0,-8.200000000000001,282.66,12654.0,44.77,0.01,0.01,0.28,0.21,0.13,0.37,0.04,0.0,0.0,0.02,0.53,0.41,0.63,0.03,0.34,0.32,4.43,1949.5,288704.17,5139.0,50.09,8.75,1069.06,1311.0,51.76,9,0.0,0.0,6,47,23.5,8,False,262.0
1625,6036105,Garaje,23.0,0,0,0,0,4000.0,-9.09,2017.49,7501.0,2.85,0.11,0.11,0.17,0.12,0.13,0.25,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.13,0.34,0.16,4.72,940.32,128381.5,1083.0,49.09,4.64,560.5,51.0,51.55,8,0.0,0.0,30,47,28.1,8,False,262.0
1626,6036106,Local,31.32,0,0,0,0,4400.0,-8.33,1158.84,949.0,0.82,0.11,0.11,0.17,0.12,0.13,0.25,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.13,0.34,0.23,5.27,1115.44,185190.58,189.0,48.43,4.64,700.0,9.0,52.29,206,28.89,33.39,1,47,117.69,6,False,584.0
1627,6036108,Piso,68.63,1,0,0,0,54000.0,-11.91,1158.84,949.0,0.82,0.11,0.11,0.17,0.12,0.13,0.25,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.13,0.34,0.23,5.27,1115.44,185190.58,189.0,48.43,4.64,700.0,9.0,52.29,90,6.76,5.63,4,47,60.66,8,False,864.0
1628,6036109,Piso,70.63,1,0,0,0,49800.0,-9.120000000000001,1158.84,949.0,0.82,0.11,0.11,0.17,0.12,0.13,0.25,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.13,0.34,0.23,5.27,1115.44,185190.58,189.0,48.43,4.64,700.0,9.0,52.29,68,9.09,16.77,2,47,71.55,8,False,937.0
1629,6036110,Piso,68.86,1,0,0,0,55100.0,-11.98,1158.84,949.0,0.82,0.11,0.11,0.17,0.12,0.13,0.25,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.13,0.34,0.23,5.27,1115.44,185190.58,189.0,48.43,4.64,700.0,9.0,52.29,57,22.92,22.86,4,47,83.22,8,False,864.0
1630,6036111,Piso,84.75,1,0,0,0,58000.0,-6.3,1158.84,949.0,0.82,0.11,0.11,0.17,0.12,0.13,0.25,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.13,0.34,0.23,5.27,1115.44,185190.58,189.0,48.43,4.64,700.0,9.0,52.29,53,9.72,11.2,4,47,42.23,8,False,856.0
1631,6036115,Piso,94.0,1,0,1,1,118000.0,0.0,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,447,21.26,16.19,1,47,73.99,7,False,865.0
1632,6036117,Casa de pueblo,119.0,2,0,0,0,65000.0,-10.34,4906.99,17336.0,3.53,0.15,0.15,0.24,0.14,0.15,0.18,0.01,0.0,0.0,0.02,0.49,0.47,0.37,0.33,0.29,0.13,4.65,959.58,122344.47,2613.0,49.03,4.98,486.12,147.0,51.29,727,38.29,36.39,1,47,76.45,7,False,563.0
1633,6036118,Garaje,10.11,0,0,0,0,2300.0,-34.29,164.51,2125.0,12.92,0.0,0.0,0.15,0.35,0.21,0.29,0.03,0.0,0.0,0.04,0.57,0.35,0.0,0.0,1.0,0.2,4.14,1398.82,174012.5,633.0,49.74,5.6,647.44,168.0,50.96,149,12.04,16.89,3,45,39.95,5,False,280.0
1634,6036123,Local,95.65,0,0,0,0,36000.0,-9.09,3149.92,8924.0,2.83,0.02,0.02,0.02,0.11,0.34,0.49,0.01,0.0,0.02,0.04,0.38,0.55,0.55,0.25,0.2,0.17,4.51,1207.13,155704.94,351.0,49.93,4.69,543.58,42.0,51.34,74,27.59,19.48,5,47,101.28,6,False,1633.0
1635,6036124,Local,173.95,0,0,0,0,61500.0,-9.02,3149.92,8924.0,2.83,0.02,0.02,0.02,0.11,0.34,0.49,0.01,0.0,0.02,0.04,0.38,0.55,0.55,0.25,0.2,0.17,4.51,1207.13,155704.94,351.0,49.93,4.69,543.58,42.0,51.34,51,8.7,11.96,6,47,41.58,6,False,1637.0
1636,6036125,Garaje,33.0,0,0,0,0,6100.0,-16.439999999999998,4216.79,4253.0,1.01,0.17,0.17,0.05,0.14,0.21,0.27,0.01,0.04,0.0,0.23,0.42,0.3,0.33,0.0,0.67,0.19,4.6,1014.08,136604.31,372.0,51.14,4.8,565.0,60.0,51.32,6,0.0,40.0,3,39,216.9,1,False,170.0
1637,6036126,Solar,128.0,0,0,0,0,112000.0,-49.32,12541.27,6645.0,0.53,0.13,0.13,0.09,0.11,0.19,0.35,0.01,0.02,0.02,0.23,0.31,0.41,0.57,0.0,0.43,0.19,3.41,880.69,144128.33,237.0,48.54,5.98,424.38,24.0,51.16,145,22.73,17.86,2,47,125.3,4,False,376.0
1638,6036131,Garaje,51.0,0,0,0,0,51000.0,-10.37,92.22,19242.0,208.66,0.1,0.1,0.34,0.3,0.11,0.07,0.05,0.0,0.02,0.01,0.46,0.45,0.35,0.37,0.27,0.34,3.12,2177.98,422494.44,3912.0,49.08,7.6,879.15,1635.0,50.76,300,26.52,22.68,1,47,64.83,1,0,0.0
1639,6036132,Casa de pueblo,137.0,1,0,0,0,40600.0,-8.97,1095.73,456.0,0.42,0.07,0.07,0.51,0.18,0.07,0.09,0.0,0.0,0.0,0.06,0.45,0.49,0.0,0.0,0.0,0.13,5.49,431.05,108085.56,18.0,0.0,2.6,390.0,3.0,0.0,179,13.04,12.73,1,47,44.8,10,False,630.0
1640,6036148,Piso,101.7,2,0,0,0,89700.0,-8.28,22518.11,33676.0,1.5,0.27,0.27,0.09,0.09,0.07,0.2,0.02,0.01,0.01,0.18,0.42,0.35,0.62,0.23,0.15,0.2,5.12,1286.61,176270.38,1773.0,50.2,6.54,1273.58,153.0,51.31,1029,13.81,9.99,1,46,62.31,10,True,951.0
1641,6036149,Piso,76.0,1,0,0,0,40600.0,0.0,10617.92,9031.0,0.85,0.24,0.24,0.13,0.11,0.11,0.18,0.02,0.01,0.01,0.04,0.45,0.47,0.09,0.86,0.05,0.12,4.84,694.87,100299.41,411.0,48.8,3.82,422.1,69.0,51.72,10,33.33,36.11,5,45,94.67,1,0,0.0
1642,6036152,Local,578.0,0,0,0,0,49000.0,-9.93,8752.14,6478.0,0.74,0.24,0.24,0.13,0.12,0.09,0.18,0.02,0.03,0.0,0.09,0.47,0.39,0.31,0.62,0.08,0.1,7.23,644.7,81900.87,273.0,48.12,2.43,400.0,6.0,0.0,145,14.84,22.69,2,47,57.79,3,False,610.0
1643,6036154,Local,108.0,0,0,0,0,63400.0,-9.94,5328.79,10164.0,1.91,0.17,0.17,0.16,0.16,0.13,0.2,0.02,0.01,0.0,0.04,0.57,0.35,0.08,0.62,0.31,0.14,4.96,918.06,103644.56,1011.0,49.31,4.2,461.55,69.0,51.54,97,12.96,9.48,6,47,65.59,7,False,1235.0
1644,6036157,Piso,123.0,2,0,0,0,96200.0,-11.74,3494.61,18775.0,5.37,0.05,0.05,0.1,0.11,0.18,0.5,0.03,0.01,0.01,0.04,0.42,0.49,0.7,0.06,0.23,0.11,4.55,902.3,107480.53,1662.0,49.23,4.1,455.9,57.0,51.35,380,35.99,18.19,6,47,65.7,10,False,354.0
1645,6036160,Piso,107.0,2,0,0,0,40800.0,-9.13,2478.69,9714.0,3.92,0.03,0.03,0.26,0.18,0.13,0.37,0.02,0.01,0.02,0.03,0.44,0.49,0.59,0.06,0.34,0.16,5.19,1018.27,161011.0,930.0,49.48,4.71,633.69,78.0,52.1,415,19.38,12.38,1,47,78.54,4,True,2413.0
1646,6036161,Garaje,158.0,0,0,0,0,58600.0,-3.7800000000000002,38.82,6303.0,162.38,0.1,0.1,0.29,0.45,0.04,0.03,0.03,0.01,0.0,0.02,0.52,0.41,0.0,0.0,0.0,0.16,5.44,1027.72,125000.0,330.0,50.72,7.51,529.2,93.0,52.19,340,2.93,10.86,2,47,43.78,2,False,168.0
1647,6036163,Piso,94.0,1,0,0,0,52300.0,-10.45,2310.93,20891.0,9.04,0.09,0.09,0.29,0.14,0.14,0.25,0.02,0.03,0.01,0.05,0.44,0.44,0.48,0.37,0.15,0.13,5.06,997.3,142249.12,1461.0,49.73,5.81,628.72,108.0,52.04,325,41.15,21.63,16,47,112.3,10,False,628.0
1648,6036165,Casa de pueblo,139.44,2,0,0,0,41300.0,-9.030000000000001,7598.98,29733.0,3.91,0.2,0.2,0.27,0.13,0.07,0.13,0.03,0.01,0.01,0.06,0.53,0.37,0.61,0.28,0.11,0.14,4.76,762.67,104924.56,2142.0,48.98,3.98,512.3,135.0,51.95,882,31.05,14.88,1,47,60.82,7,False,584.0
1649,6036175,Garaje,30.0,0,0,0,0,16200.0,-3.5700000000000003,168.17,4675.0,27.8,0.09,0.09,0.07,0.1,0.16,0.48,0.02,0.01,0.0,0.05,0.43,0.51,0.5,0.0,0.5,0.15,5.96,896.32,151218.25,408.0,50.48,4.82,535.83,27.0,51.35,168,15.35,12.74,2,47,56.44,3,False,377.0
1650,6036179,Piso,49.56,1,0,1,0,53200.0,-9.98,6723.51,30383.0,4.52,0.15,0.15,0.17,0.13,0.16,0.25,0.02,0.01,0.01,0.03,0.53,0.41,0.24,0.59,0.18,0.12,5.64,751.7,119271.76,2028.0,49.46,3.51,583.89,42.0,50.54,386,23.02,14.88,1,47,113.64,4,False,1895.0
1651,6036184,Piso,85.95,1,0,0,0,68800.0,-18.58,31018.61,21037.0,0.68,0.02,0.02,0.07,0.1,0.13,0.66,0.03,0.0,0.0,0.12,0.56,0.28,0.2,0.7,0.1,0.11,4.38,986.56,95329.76,1083.0,49.39,4.1,385.14,33.0,52.81,300,24.17,13.74,15,47,26.65,5,False,852.0
1652,6036191,Local,213.92,0,0,0,0,1160000.0,0.0,2017.49,7501.0,2.85,0.11,0.11,0.17,0.12,0.13,0.25,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.13,0.34,0.16,4.72,940.32,128381.5,1083.0,49.09,4.64,560.5,51.0,51.55,3,0.0,33.33,38,43,6.67,2,0,0.0
1653,6036194,Piso,101.7,1,0,0,0,57200.0,-2.39,170.28,12641.0,74.24,0.14,0.14,0.29,0.11,0.13,0.18,0.03,0.0,0.0,0.02,0.55,0.4,0.61,0.04,0.35,0.14,6.43,1103.37,159596.72,1335.0,50.02,5.6,509.5,114.0,51.95,833,25.71,13.56,1,47,58.45,10,False,903.0
1654,6036197,Piso,65.7,1,0,0,0,78100.0,-9.08,2104.65,15178.0,7.21,0.04,0.04,0.1,0.1,0.2,0.52,0.03,0.03,0.01,0.02,0.54,0.37,0.44,0.0,0.56,0.15,4.48,1444.23,137792.74,2229.0,48.96,6.85,501.88,39.0,53.32,507,6.15,6.63,1,47,43.6,6,False,693.0
1655,6036208,Nave,402.4,0,0,0,0,286000.0,-8.33,5911.16,5313.0,0.9,0.17,0.17,0.11,0.13,0.2,0.23,0.03,0.02,0.0,0.02,0.61,0.32,0.25,0.25,0.5,0.19,3.27,951.13,189844.83,174.0,48.55,3.79,501.25,36.0,51.55,362,31.23,29.13,1,47,91.65,6,False,449.0
1656,6036211,Garaje,23.0,0,0,0,0,9000.0,-10.89,112.47,958.0,8.52,0.07,0.07,0.14,0.1,0.08,0.55,0.01,0.0,0.0,0.09,0.43,0.47,0.0,0.0,1.0,0.15,5.47,948.99,146658.39,1284.0,50.09,5.5,761.92,84.0,52.37,35,10.53,25.44,1,44,45.5,3,False,156.0
1657,6036213,Piso,75.0,1,0,0,0,116000.0,-7.9399999999999995,22518.11,33676.0,1.5,0.27,0.27,0.09,0.09,0.07,0.2,0.02,0.01,0.01,0.18,0.42,0.35,0.62,0.23,0.15,0.2,5.12,1286.61,176270.38,1773.0,50.2,6.54,1273.58,153.0,51.31,1446,22.69,9.65,1,47,39.5,6,False,700.0
1658,6036215,Local,76.46,0,0,0,0,200000.0,-9.91,1008.76,19651.0,19.48,0.08,0.08,0.14,0.15,0.17,0.32,0.03,0.0,0.0,0.02,0.44,0.51,0.69,0.05,0.23,0.16,4.22,950.77,148465.33,1743.0,48.65,4.37,460.29,237.0,50.69,115,32.14,21.07,34,47,63.37,10,False,80.0
1659,6036219,Piso,138.0,2,0,0,0,105000.0,-2.78,5071.24,13414.0,2.65,0.16,0.16,0.2,0.1,0.13,0.26,0.01,0.01,0.01,0.06,0.46,0.44,0.0,1.0,0.0,0.1,5.58,812.62,119274.25,1635.0,49.16,3.97,524.14,75.0,51.68,205,6.75,9.63,1,46,65.26,3,False,2055.0
1660,6036228,Chalet,320.1,4,0,1,1,303000.0,-9.01,220.71,3663.0,16.6,0.0,0.0,0.28,0.21,0.23,0.28,0.0,0.0,0.0,0.23,0.38,0.39,0.33,0.0,0.67,0.44,4.79,1384.22,275521.08,975.0,49.57,6.19,1416.67,117.0,51.04,2479,47.38,39.23,1,47,126.83,10,True,1034.0
1661,6036235,Piso,106.38,1,0,0,0,64600.0,-9.139999999999999,1772.33,4996.0,2.82,0.15,0.15,0.16,0.21,0.15,0.18,0.03,0.04,0.01,0.06,0.57,0.29,0.0,1.0,0.0,0.12,5.49,645.13,90675.67,345.0,49.48,2.82,408.57,21.0,51.25,200,30.23,14.96,1,47,19.26,6,False,61.0
1662,6036237,Piso,85.3,1,0,0,0,30400.0,-0.65,2017.49,7501.0,2.85,0.11,0.11,0.17,0.12,0.13,0.25,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.13,0.34,0.16,4.72,940.32,128381.5,1083.0,49.09,4.64,560.5,51.0,51.55,29,43.33,50.67,36,47,224.91,4,False,1101.0
1663,6036242,Garaje,24.95,0,0,0,0,8900.0,-11.88,46.98,6625.0,141.03,0.06,0.06,0.31,0.04,0.37,0.17,0.08,0.04,0.01,0.03,0.51,0.33,0.49,0.11,0.4,0.25,4.49,2275.36,279558.82,198.0,49.42,8.5,780.0,21.0,53.34,116,6.1,17.97,1,47,46.68,5,False,630.0
1664,6036245,Piso,83.56,1,0,0,0,44300.0,-9.959999999999999,34969.49,11882.0,0.34,0.05,0.05,0.15,0.12,0.16,0.31,0.015,0.01,0.0,0.07,0.45,0.46,0.31,0.29,0.4,0.22,3.95,1354.28,201047.06,1188.0,49.23,5.02,663.36,339.0,50.53,201,25.86,20.3,20,47,41.31,10,False,584.0
1665,6036251,Chalet,156.03,3,0,0,0,130000.0,-5.800000000000001,2697.46,1132.0,0.42,0.16,0.16,0.03,0.16,0.16,0.33,0.0,0.01,0.0,0.2,0.4,0.38,0.0,1.0,0.0,0.18,12.0,801.71,120804.55,225.0,49.6,8.89,2000.0,3.0,0.0,674,40.48,22.44,1,43,78.79,10,False,1049.0
1666,6036255,Piso,167.56,1,0,0,1,113000.0,-17.94,45.82,5963.0,130.15,0.18,0.18,0.23,0.11,0.08,0.22,0.02,0.0,0.01,0.02,0.44,0.51,0.0,0.0,0.0,0.21,8.27,714.98,104045.88,774.0,48.75,4.23,665.0,15.0,50.42,309,24.19,29.7,1,47,83.35,6,False,961.0
1667,6036257,Casa de pueblo,147.0,2,0,0,0,72400.0,-18.83,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,684,29.05,18.42,1,46,71.21,10,False,728.0
1668,6036272,Piso,71.0,2,0,0,0,128000.0,-8.57,472.01,153.0,0.32,0.0,0.0,0.0,0.01,0.01,0.98,0.0,0.0,0.0,0.09,0.36,0.54,0.0,0.0,0.0,1.0,3.79,2879.9,1360885.71,1380.0,48.58,10.26,3023.8,117.0,50.83,3523,30.75,15.41,1,47,49.7,5,True,637.0
1669,6036276,Local,120.0,0,0,0,0,112000.0,-8.94,4906.99,17336.0,3.53,0.15,0.15,0.24,0.14,0.15,0.18,0.01,0.0,0.0,0.02,0.49,0.47,0.37,0.33,0.29,0.13,4.65,959.58,122344.47,2613.0,49.03,4.98,486.12,147.0,51.29,313,26.83,22.78,3,47,113.27,6,0,0.0
1670,6036279,Local,75.16,0,0,0,0,365000.0,-9.2,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,66,24.26,31.37,34,47,150.88,9,False,81.0
1671,6036280,Casa de pueblo,94.0,1,0,0,0,83600.0,-9.13,5071.24,13414.0,2.65,0.16,0.16,0.2,0.1,0.13,0.26,0.01,0.01,0.01,0.06,0.46,0.44,0.0,1.0,0.0,0.1,5.58,812.62,119274.25,1635.0,49.16,3.97,524.14,75.0,51.68,216,15.56,12.26,1,47,40.73,3,False,1440.0
