,HY_id,HY_tipo,HY_metros_totales,HY_num_banos,HY_num_terrazas,HY_trastero,HY_num_garajes,HY_precio,% Descuento,IDEA_area,IDEA_poblacion,IDEA_densidad,IDEA_pc_1960,IDEA_pc_1960_69,IDEA_pc_1970_79,IDEA_pc_1980_89,IDEA_pc_1990_99,IDEA_pc_2000_10,IDEA_pc_comercio,IDEA_pc_industria,IDEA_pc_oficina,IDEA_pc_otros,IDEA_pc_residencial,IDEA_pc_trast_parking,IDEA_ind_tienda,IDEA_ind_turismo,IDEA_ind_alimentacion,IDEA_ind_riqueza,IDEA_rent_alquiler,IDEA_ind_elasticidad,IDEA_ind_liquidez,IDEA_unitprice_sale_residential,IDEA_price_sale_residential,IDEA_stock_sale_residential,IDEA_demand_sale_residential,IDEA_unitprice_rent_residential,IDEA_price_rent_residential,IDEA_stock_rent_residential,IDEA_demand_rent_residential,GA_page_views,GA_mean_bounce,GA_exit_rate,TARGET,num_images,image_brightness,piscina,has_image,descr_len,has_description,active_week,indicador_demanda_zona,diff_precio_zona
622,6031367,Piso,77.76,2,0,0,0,115000.0,-16.0,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,118,4.0,1.9,43.65,10.0,0.5205993464052288,1,1,1603.0,1,37,99.87,-0.9885751791889241
623,6031368,Piso,73.56,2,0,0,0,108000.0,-13.18,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,185,8.82,11.66,74.65,10.0,0.5205993464052288,1,1,1603.0,1,42,99.87,-0.9886579947564745
624,6031369,Piso,75.61,2,0,0,0,109000.0,-17.299999999999997,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,96,3.7,10.74,99.56,10.0,0.5205993464052288,1,1,1603.0,1,40,99.87,-0.9888633372370403
625,6031370,Piso,57.14,1,0,0,0,88000.0,-13.639999999999999,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,111,18.18,16.96,69.93,10.0,0.5265150326797385,1,1,1597.0,1,46,99.87,-0.9881026498102762
626,6031371,Piso,57.42,1,0,0,0,88000.0,-14.89,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,55,22.73,18.86,60.03,10.0,0.5270061002178649,1,1,1597.0,1,41,99.87,-0.9881606654503515
627,6031373,Piso,66.36,1,0,0,0,124000.0,-7.53,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,47,0.0,9.06,116.46,10.0,0.5270061002178649,1,1,1595.0,1,46,99.87,-0.9855647896562377
628,6031375,Piso,52.27,1,0,0,0,107000.0,-7.920000000000001,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,31,5.26,10.53,14.6,10.0,0.5265150326797385,1,1,1595.0,1,42,99.87,-0.9841860964239509
629,6031376,Piso,59.6,1,0,0,0,121000.0,-1.47,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,32,0.0,11.9,17.64,8.0,0.5251478758169934,1,1,1595.0,1,44,99.87,-0.9843163580363904
630,6031380,Piso,103.12,2,0,0,0,104000.0,-15.72,1913.86,4574.0,2.39,0.2,0.2,0.18,0.14,0.09,0.19,0.04,0.0,0.01,0.11,0.54,0.3,0.6,0.2,0.2,0.25,4.69,2.5,0.0,1515.97,290116.06,564.0,48.79,6.98,900.0,30.0,51.43,449,25.77,22.85,90.26,10.0,0.5491302832244007,1,1,1000.0,1,43,100.22,-0.9965236886675947
631,6031389,Garaje,33.9,0,0,0,0,7600.0,-22.45,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,3.0,0.0,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,30,12.5,8.33,119.03,4.0,0.5063559368191721,0,1,342.0,1,34,100.50999999999999,-0.998262648654342
632,6031396,Garaje,25.0,0,0,0,0,6500.0,0.0,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,25,12.5,31.77,172.0,4.0,0.5290136165577342,0,1,468.0,1,38,100.0,-0.9973299375616168
633,6031397,Garaje,25.0,0,0,0,0,6500.0,0.0,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,4,0.0,0.0,27.0,3.0,0.5304360929557008,0,1,468.0,1,16,0.0,-0.9978201497808622
634,6031398,Garaje,25.0,0,0,0,0,6500.0,0.0,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,6,0.0,20.0,14.8,3.0,0.5304360929557008,0,1,468.0,1,34,100.0,-0.9973299375616168
635,6031399,Garaje,25.0,0,0,0,0,6500.0,0.0,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,4,0.0,0.0,17.5,3.0,0.5304360929557008,0,1,468.0,1,16,0.0,-0.9978201497808622
636,6031400,Garaje,25.0,0,0,0,0,6500.0,0.0,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,3,0.0,0.0,8.0,3.0,0.5304360929557008,0,1,468.0,1,16,0.0,-0.9978201497808622
637,6031401,Garaje,25.0,0,0,0,0,6500.0,0.0,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,6,0.0,8.33,58.25,3.0,0.5304360929557008,0,1,468.0,1,16,0.0,-0.9978201497808622
638,6031402,Garaje,25.0,0,0,0,0,6500.0,0.0,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,3,0.0,0.0,9.0,3.0,0.5304360929557008,0,1,468.0,1,16,0.0,-0.9978201497808622
639,6031403,Garaje,25.0,0,0,0,0,6500.0,0.0,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,3,0.0,0.0,14.0,3.0,0.5304360929557008,0,1,468.0,1,16,0.0,-0.9978201497808622
640,6031404,Garaje,25.0,0,0,0,0,6500.0,0.0,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,6,0.0,0.0,377.1,3.0,0.5304360929557008,0,1,468.0,1,34,100.0,-0.9973299375616168
641,6031405,Garaje,25.0,0,0,0,0,6500.0,0.0,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,4,0.0,0.0,9.25,3.0,0.5304360929557008,0,1,468.0,1,29,100.0,-0.9973299375616168
642,6031406,Piso,87.74,2,0,1,0,63900.0,-6.8500000000000005,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,33,0.0,21.05,22.75,10.0,0.5022657952069717,0,1,1503.0,1,45,100.0,-0.9925208662914606
643,6031407,Piso,100.96,2,0,1,0,73400.0,-3.8,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,48,6.25,15.23,52.03,10.0,0.4766076252723313,0,1,1506.0,1,45,100.0,-0.9925338830695581
644,6031501,Casa de pueblo,188.0,3,1,0,0,123000.0,-8.89,2370.87,9751.0,4.11,0.27,0.27,0.14,0.05,0.13,0.14,0.02,0.0,0.01,0.03,0.54,0.4,0.75,0.25,0.0,0.25,5.56,5.0,0.0,662.1,101633.18,1320.0,49.15,4.38,516.3,66.0,51.51,610,29.09,18.66,60.95,10.0,0.5963834422657952,0,1,1262.0,1,46,100.66,-0.9935625814409336
645,6031502,Piso,78.4,1,1,0,0,45300.0,-9.22,325.65,9636.0,29.59,0.11,0.11,0.15,0.07,0.2,0.37,0.02,0.0,0.0,0.02,0.49,0.46,1.0,0.0,0.0,0.11,5.99,4.0,0.0,946.55,168799.71,1086.0,49.0,4.61,442.0,39.0,51.54,157,15.62,11.55,85.3,3.0,0.47615976761074796,1,1,933.0,1,33,100.53999999999999,-0.9965769720667826
646,6031503,Piso,40.32,1,0,0,0,47000.0,-9.09,671.62,1717.0,2.56,0.06,0.06,0.21,0.13,0.17,0.37,0.0,0.0,0.0,0.05,0.53,0.41,0.0,1.0,0.0,0.22,5.82,3.0,0.0,1284.41,189234.38,813.0,49.26,4.93,606.33,78.0,52.46,660,23.5,13.45,59.88,5.0,0.4885690631808279,0,1,878.0,1,46,101.72,-0.9938400484987209
647,6031510,Casa de pueblo,132.0,4,0,0,0,52800.0,-8.97,3472.25,7250.0,2.09,0.28,0.28,0.15,0.08,0.07,0.13,0.04,0.0,0.0,0.05,0.55,0.36,0.0,0.4,0.6,0.15,6.08,4.0,-1.0,850.3,128319.79,534.0,49.66,6.88,1467.5,18.0,51.38,510,19.87,12.7,79.39,4.0,0.8466928104575163,0,1,1180.0,1,46,101.03999999999999,-0.9968827879160338
648,6031519,Piso,100.6,1,0,0,0,63200.0,-10.61,486.42,9824.0,20.2,0.21,0.21,0.17,0.11,0.12,0.17,0.02,0.01,0.01,0.02,0.58,0.35,0.62,0.25,0.12,0.2,5.18,3.5,0.0,844.93,110007.47,1389.0,49.32,5.29,477.78,42.0,51.93,577,7.33,8.39,59.27,9.0,0.40073275236020334,0,1,831.0,1,46,101.25,-0.9942892003942806
649,6031520,Garaje,23.76,0,0,0,0,5800.0,0.0,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,21,12.5,23.66,136.69,4.0,0.5548107298474945,0,1,454.0,1,40,100.0,-0.9974931426213055
650,6031521,Garaje,23.76,0,0,0,0,5800.0,0.0,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,2,0.0,0.0,23.0,4.0,0.5548107298474945,0,1,454.0,1,0,100.0,-0.9974931426213055
651,6031522,Garaje,28.0,0,0,0,0,6300.0,-16.0,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,7,0.0,0.0,114.17,5.0,0.3477740740740741,0,1,563.0,1,36,100.0,-0.9976893690437069
652,6031523,Garaje,28.0,0,0,0,0,6300.0,-16.0,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,1,0.0,0.0,64.0,5.0,0.3477740740740741,0,1,563.0,1,0,100.0,-0.9976893690437069
653,6031525,Garaje,28.0,0,0,0,0,6300.0,-16.0,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,2,100.0,100.0,0.0,5.0,0.3477740740740741,0,1,563.0,1,0,0.0,-0.9981135911565153
654,6031526,Garaje,28.0,0,0,0,0,6300.0,-16.0,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,3,50.0,50.0,10.25,5.0,0.3477740740740741,0,1,563.0,1,24,100.0,-0.9976893690437069
655,6031528,Piso,70.55,1,0,1,0,44900.0,-9.11,1836.86,306.0,0.17,0.32,0.32,0.13,0.08,0.04,0.1,0.01,0.0,0.0,0.04,0.5,0.45,0.4,0.55,0.05,0.08,5.64,2.0,0.0,597.88,56910.9,138.0,48.94,4.57,524.14,60.0,48.21,56,0.0,5.91,24.57,5.0,0.4824010893246188,0,1,956.0,1,43,97.15,-0.9888171147319409
656,6031529,Piso,90.66,1,0,1,0,58100.0,-9.08,1836.86,306.0,0.17,0.32,0.32,0.13,0.08,0.04,0.1,0.01,0.0,0.0,0.04,0.5,0.45,0.4,0.55,0.05,0.08,5.64,2.0,0.0,597.88,56910.9,138.0,48.94,4.57,524.14,60.0,48.21,75,18.28,26.38,36.97,9.0,0.3976531106269669,0,1,915.0,1,45,97.15,-0.988739311005623
657,6031530,Piso,84.31,1,0,1,0,56300.0,-9.049999999999999,1836.86,306.0,0.17,0.32,0.32,0.13,0.08,0.04,0.1,0.01,0.0,0.0,0.04,0.5,0.45,0.4,0.55,0.05,0.08,5.64,2.0,0.0,597.88,56910.9,138.0,48.94,4.57,524.14,60.0,48.21,15,8.33,16.67,44.79,9.0,0.3976531106269669,0,1,911.0,1,32,97.15,-0.9882663304863226
658,6031531,Piso,84.31,1,0,0,0,55300.0,-9.049999999999999,1836.86,306.0,0.17,0.32,0.32,0.13,0.08,0.04,0.1,0.01,0.0,0.0,0.04,0.5,0.45,0.4,0.55,0.05,0.08,5.64,2.0,0.0,597.88,56910.9,138.0,48.94,4.57,524.14,60.0,48.21,20,7.27,16.88,90.05,8.0,0.3946191448801743,0,1,976.0,1,43,97.15,-0.9884747437991767
659,6031538,Garaje,26.5,0,0,0,0,9600.0,0.0,101.41,4622.0,45.58,0.01,0.01,0.07,0.14,0.12,0.65,0.01,0.0,0.0,0.06,0.49,0.44,0.8,0.2,0.0,0.17,3.19,3.0,0.0,1467.64,175983.61,504.0,49.4,4.36,360.62,120.0,51.28,32,0.0,12.04,62.83,4.0,0.4620446623093682,0,1,235.0,1,44,100.68,-0.9979414892617363
660,6031544,Garaje,29.94,0,0,0,0,8000.0,0.0,101.41,4622.0,45.58,0.01,0.01,0.07,0.14,0.12,0.65,0.01,0.0,0.0,0.06,0.49,0.44,0.8,0.2,0.0,0.17,3.19,3.0,0.0,1467.64,175983.61,504.0,49.4,4.36,360.62,120.0,51.28,43,13.77,22.32,166.9,4.0,0.4622674291938998,0,1,250.0,1,43,100.68,-0.9984816707146519
661,6031545,Garaje,13.58,0,0,0,0,10400.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,11,14.29,28.57,6.36,2.0,0.5810561002178649,0,1,174.0,1,35,99.52,-0.992861562757839
662,6031546,Garaje,12.85,0,0,0,0,9900.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,11,16.67,16.67,9.67,0.0,0.0,0,0,174.0,1,29,99.52,-0.9928187235879182
663,6031547,Garaje,13.82,0,0,0,0,10500.0,0.0,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,6,0.0,0.0,3.72,3.0,0.5344168482207698,0,1,172.0,1,15,0.0,-0.994127166642038
664,6031548,Garaje,12.51,0,0,0,0,9600.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,10,0.0,0.0,108.61,0.0,0.0,0,0,172.0,1,29,99.52,-0.9928470778270764
665,6031549,Garaje,12.76,0,0,0,0,9800.0,0.0,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,9,0.0,0.0,3.13,3.0,0.5344168482207697,0,1,172.0,1,15,0.0,-0.994063344837521
666,6031550,Garaje,13.94,0,0,0,0,10500.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,7,0.0,20.0,2.8,3.0,0.5344168482207698,0,1,172.0,1,34,99.52,-0.9929790464189953
667,6031552,Garaje,12.85,0,0,0,0,9900.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,11,0.0,6.67,14.64,3.0,0.5344168482207697,0,1,172.0,1,36,99.52,-0.9928187235879182
668,6031553,Garaje,12.85,0,0,0,0,10500.0,0.0,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,6,0.0,0.0,4.62,3.0,0.5344168482207697,0,1,172.0,1,15,0.0,-0.9936838477037327
669,6031554,Garaje,12.51,0,0,0,0,8800.0,-2.22,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,9,0.0,0.0,19.62,3.0,0.5344168482207697,0,1,172.0,1,17,0.0,-0.9945625937218842
670,6031555,Garaje,15.77,0,0,0,0,10500.0,0.0,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,6,0.0,0.0,3.17,3.0,0.5344168482207697,0,1,172.0,1,10,0.0,-0.9948533571967638
671,6031556,Garaje,14.4,0,0,0,0,10500.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,8,16.67,16.67,79.08,3.0,0.5344168482207697,0,1,172.0,1,24,99.52,-0.9932033268806106
672,6031557,Garaje,15.27,0,0,0,0,10500.0,0.0,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,5,0.0,0.0,4.0,3.0,0.5344168482207697,0,1,172.0,1,5,0.0,-0.9946848358214123
673,6031560,Garaje,12.27,0,0,0,0,9400.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,6,0.0,16.67,8.17,3.0,0.5344168482207697,0,1,172.0,1,40,99.52,-0.9928591013820737
674,6031561,Garaje,24.2,0,0,0,0,9600.0,0.0,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,6,0.0,20.0,10.7,3.0,0.5344168482207697,0,1,172.0,1,23,0.0,-0.9969336460162632
675,6031562,Garaje,12.13,0,0,0,0,9300.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,10,0.0,0.0,72.29,3.0,0.5344168482207697,0,1,172.0,1,27,99.52,-0.9928535275456475
676,6031593,Piso,123.32,1,0,0,0,61500.0,-9.959999999999999,848.5,1183.0,1.39,0.28,0.28,0.09,0.08,0.12,0.14,0.01,0.02,0.01,0.02,0.5,0.45,0.0,1.0,0.0,0.15,6.48,4.0,-1.0,456.71,52964.46,153.0,48.57,2.94,300.0,3.0,48.21,22,0.0,6.67,16.11,8.0,0.5508634259259261,0,1,868.0,1,43,96.78,-0.9905842037766611
677,6031598,Garaje,38.05,0,0,0,0,6400.0,-9.86,1109.04,9026.0,8.14,0.2,0.2,0.12,0.09,0.12,0.25,0.01,0.0,0.0,0.03,0.52,0.43,0.0,0.0,0.0,0.19,7.35,4.5,-1.0,689.22,84242.06,1011.0,49.24,6.08,565.0,30.0,51.41,29,20.0,35.0,75.77,4.0,0.4647015250544662,0,1,456.0,1,36,100.65,-0.9980033757817899
678,6031611,Garaje,32.14,0,0,0,0,10600.0,0.0,44.42,8620.0,194.05,0.28,0.28,0.16,0.11,0.09,0.08,0.05,0.0,0.02,0.02,0.53,0.38,0.0,1.0,0.0,0.12,4.78,1.0,0.0,818.45,128361.5,960.0,49.27,3.8,473.45,45.0,50.89,34,16.18,17.35,128.74,3.0,0.5123231663035585,0,1,498.0,1,34,100.16,-0.997430638517282
679,6031615,Garaje,32.14,0,0,0,0,8700.0,-4.3999999999999995,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,20,50.0,58.33,24.42,2.0,0.5007412854030502,0,1,498.0,1,25,0.0,-0.9977305182965752
680,6031616,Garaje,32.14,0,0,0,0,8700.0,-4.3999999999999995,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,7,20.0,20.0,5.67,2.0,0.5007412854030502,0,1,498.0,1,29,0.0,-0.9977305182965752
681,6031618,Garaje,45.19,0,0,0,0,8600.0,-32.81,584.93,6119.0,10.46,0.04,0.04,0.19,0.1,0.11,0.53,0.02,0.0,0.01,0.03,0.47,0.47,0.33,0.25,0.42,0.1,6.51,2.5,0.0,914.65,144646.88,780.0,50.17,4.57,653.12,75.0,50.71,10,0.0,6.25,14.75,2.0,0.5007412854030502,0,1,498.0,1,43,100.88,-0.9986843297956043
682,6031627,Garaje,34.0,0,0,0,0,8300.0,-10.75,2761.0,10394.0,3.76,0.18,0.18,0.2,0.13,0.13,0.17,0.02,0.02,0.02,0.04,0.49,0.41,0.75,0.06,0.19,0.14,7.36,4.0,-1.0,666.68,90698.12,1134.0,49.11,3.0,534.62,30.0,51.12,6,0.0,25.0,16.88,1.0,0.45016666666666666,0,1,118.0,1,31,100.22999999999999,-0.9973084596785597
683,6031628,Piso,96.51,2,0,1,1,77300.0,-11.450000000000001,2995.83,5415.0,1.81,0.11,0.11,0.18,0.13,0.12,0.34,0.01,0.0,0.0,0.03,0.51,0.44,0.0,0.75,0.25,0.14,6.52,5.0,-1.0,1065.32,143747.78,849.0,48.63,9.37,843.2,138.0,50.05,203,9.38,13.37,65.31,10.0,0.40388986928104575,0,1,1389.0,1,46,98.68,-0.9944280651214837
684,6031629,Piso,126.82,2,0,0,0,82900.0,-9.1,2754.74,5907.0,2.14,0.1,0.1,0.14,0.11,0.07,0.48,0.01,0.0,0.01,0.05,0.47,0.46,0.14,0.77,0.09,0.12,5.49,4.0,0.0,1020.26,136607.95,1338.0,49.35,4.72,527.15,141.0,51.99,460,18.62,9.7,64.72,5.0,0.4859899782135077,0,1,1063.0,1,46,101.34,-0.9952149023209708
685,6031630,Piso,118.75,2,0,0,0,53100.0,-9.08,6723.51,30383.0,4.52,0.15,0.15,0.17,0.13,0.16,0.25,0.02,0.01,0.01,0.03,0.53,0.41,0.24,0.59,0.18,0.12,5.64,5.0,0.0,751.7,119271.76,2028.0,49.46,3.51,583.89,42.0,50.54,964,17.22,18.18,75.5,3.0,0.4610849673202614,0,1,1846.0,1,46,100.0,-0.9962509323687616
