,HY_metros_totales,HY_num_banos,HY_num_terrazas,HY_trastero,HY_num_garajes,HY_precio,% Descuento,IDEA_area,IDEA_poblacion,IDEA_densidad,IDEA_pc_1960,IDEA_pc_1960_69,IDEA_pc_1970_79,IDEA_pc_1980_89,IDEA_pc_1990_99,IDEA_pc_2000_10,IDEA_pc_comercio,IDEA_pc_industria,IDEA_pc_oficina,IDEA_pc_otros,IDEA_pc_residencial,IDEA_pc_trast_parking,IDEA_ind_tienda,IDEA_ind_turismo,IDEA_ind_alimentacion,IDEA_ind_riqueza,IDEA_rent_alquiler,IDEA_ind_elasticidad,IDEA_ind_liquidez,IDEA_unitprice_sale_residential,IDEA_price_sale_residential,IDEA_stock_sale_residential,IDEA_demand_sale_residential,IDEA_unitprice_rent_residential,IDEA_price_rent_residential,IDEA_stock_rent_residential,IDEA_demand_rent_residential,GA_page_views,GA_mean_bounce,GA_exit_rate,TARGET,num_images,image_brightness,piscina,has_image,Num_anun_pro,Num_anunciosCP,im_size,bordes,descr_len,has_description,active_week,indicador_demanda_zona,diff_precio_zona,HY_tipo_Almacén,HY_tipo_Casa de pueblo,HY_tipo_Chalet,HY_tipo_Garaje,HY_tipo_Local,HY_tipo_Nave,HY_tipo_Oficina,HY_tipo_Otro,HY_tipo_Piso,HY_tipo_Solar,HY_tipo_Trastero
1371,10.0,0,0,0,0,6900.0,-10.39,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,4,0.0,0.0,16.0,6.0,0.4501082062454612,0,1,1347.0,148,384747.0,1053.8333333333333,335.0,1,14,92.93,-0.9942150128799804,0,0,0,1,0,0,0,0,0,0,0
1372,10.0,0,0,0,0,6000.0,-13.04,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,10,0.0,0.0,33.83,6.0,0.4501082062454612,0,1,1347.0,148,384747.0,1053.8333333333333,335.0,1,33,99.87,-0.9953649005238125,0,0,0,1,0,0,0,0,0,0,0
1373,10.0,0,0,0,0,6000.0,-13.04,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,4,0.0,0.0,8.17,6.0,0.4501082062454612,0,1,1347.0,148,384747.0,1053.8333333333333,335.0,1,14,92.93,-0.9949695764173743,0,0,0,1,0,0,0,0,0,0,0
1374,49.61,1,0,0,0,74000.0,-15.909999999999998,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,44,4.76,10.32,67.86,10.0,0.5265150326797385,1,1,1347.0,148,359636.0,609.7,1597.0,1,42,99.87,-0.9884768742445116,0,0,0,0,0,0,0,0,1,0,0
1375,73.27,1,0,0,0,127000.0,-13.900000000000002,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,66,0.0,14.35,38.35,10.0,0.5265150326797385,1,1,1347.0,148,359636.0,609.7,1597.0,1,46,99.87,-0.9866098532033165,0,0,0,0,0,0,0,0,1,0,0
1376,48.68,1,0,0,0,87400.0,0.0,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,172,13.13,10.97,116.49,10.0,0.4973617647058825,1,1,1347.0,148,294341.6,779.9,1597.0,1,41,99.87,-0.9861302487599706,0,0,0,0,0,0,0,0,1,0,0
1377,77.76,2,0,0,0,106000.0,-17.89,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,127,9.58,8.8,77.64,10.0,0.5205993464052288,1,1,1347.0,148,380640.0,567.2,1603.0,1,37,99.87,-0.9894692956002258,0,0,0,0,0,0,0,0,1,0,0
1378,75.83,2,0,0,0,102000.0,-20.5,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,70,2.56,2.4,30.61,10.0,0.5205993464052288,1,1,1347.0,148,380640.0,567.2,1603.0,1,42,99.87,-0.9896087707905598,0,0,0,0,0,0,0,0,1,0,0
1379,73.56,2,0,0,0,108000.0,-15.76,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,76,0.0,4.4,125.98,10.0,0.5205993464052288,1,1,1347.0,148,380640.0,567.2,1603.0,1,44,99.87,-0.9886579947564745,0,0,0,0,0,0,0,0,1,0,0
1380,83.77,2,0,0,0,98000.0,-12.5,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,119,16.67,14.09,64.84,10.0,0.5205993464052288,1,1,1347.0,148,380640.0,567.2,1603.0,1,43,99.87,-0.9909625612059535,0,0,0,0,0,0,0,0,1,0,0
1381,76.08,2,0,0,0,101000.0,-26.279999999999998,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,109,5.95,7.92,42.37,10.0,0.5205993464052288,1,1,1347.0,148,380640.0,567.2,1603.0,1,39,99.87,-0.9897444565568059,0,0,0,0,0,0,0,0,1,0,0
1382,73.13,2,0,0,0,95000.0,-11.21,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,48,0.0,7.89,87.01,10.0,0.5205993464052288,1,1,1347.0,148,380640.0,567.2,1603.0,1,40,99.87,-0.9899645733570854,0,0,0,0,0,0,0,0,1,0,0
1383,49.88,1,0,0,0,142000.0,0.0,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,76,22.99,26.09,102.6,10.0,0.5279044662309369,1,1,1347.0,148,380640.0,568.1,1595.0,1,46,99.87,-0.9780077477406238,0,0,0,0,0,0,0,0,1,0,0
1384,15.0,0,0,0,0,6600.0,0.0,1913.86,4574.0,2.39,0.2,0.2,0.18,0.14,0.09,0.19,0.04,0.0,0.01,0.11,0.54,0.3,0.6,0.2,0.2,0.25,4.69,2.5,0.0,1515.97,290116.06,564.0,48.79,6.98,900.0,30.0,51.43,12,20.0,23.33,58.6,1.0,0.5532200435729848,0,1,794.0,23,151140.0,887.0,191.0,1,40,100.22,-0.9984833655882408,0,0,0,1,0,0,0,0,0,0,0
1385,15.0,0,0,0,0,6600.0,0.0,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,6,0.0,58.33,13.5,1.0,0.5532200435729848,0,1,794.0,23,151140.0,887.0,191.0,1,9,92.93,-0.9965989023730386,0,0,0,1,0,0,0,0,0,0,0
1386,18.0,0,0,0,0,7900.0,0.0,1913.86,4574.0,2.39,0.2,0.2,0.18,0.14,0.09,0.19,0.04,0.0,0.01,0.11,0.54,0.3,0.6,0.2,0.2,0.25,4.69,2.5,0.0,1515.97,290116.06,564.0,48.79,6.98,900.0,30.0,51.43,4,0.0,0.0,65.25,1.0,0.5532200435729848,0,1,794.0,23,151140.0,887.0,191.0,1,36,100.22,-0.998487195473119,0,0,0,1,0,0,0,0,0,0,0
1387,4.14,0,0,0,0,1300.0,0.0,1913.86,4574.0,2.39,0.2,0.2,0.18,0.14,0.09,0.19,0.04,0.0,0.01,0.11,0.54,0.3,0.6,0.2,0.2,0.25,4.69,2.5,0.0,1515.97,290116.06,564.0,48.79,6.98,900.0,30.0,51.43,18,6.25,10.42,35.9,3.0,0.4172883079157589,0,1,794.0,23,232059.66666666663,672.3333333333334,231.0,1,44,100.22,-0.9989176412300796,0,0,0,0,0,0,0,0,0,0,1
1388,4.14,0,0,0,0,1300.0,0.0,1913.86,4574.0,2.39,0.2,0.2,0.18,0.14,0.09,0.19,0.04,0.0,0.01,0.11,0.54,0.3,0.6,0.2,0.2,0.25,4.69,2.5,0.0,1515.97,290116.06,564.0,48.79,6.98,900.0,30.0,51.43,8,20.0,20.0,36.4,3.0,0.4172883079157589,0,1,794.0,23,232059.66666666663,672.3333333333334,231.0,1,45,100.22,-0.9989176412300796,0,0,0,0,0,0,0,0,0,0,1
1389,200.56,2,0,0,1,146000.0,-8.75,6079.55,5264.0,0.87,0.12,0.12,0.1,0.13,0.21,0.31,0.01,0.01,0.0,0.07,0.51,0.4,0.0,0.67,0.33,0.24,4.44,1.0,0.0,805.19,163368.75,930.0,49.2,4.0,803.91,96.0,51.74,878,30.07,24.05,133.03,10.0,0.4896379084967321,0,1,1347.0,32,480000.0,536.8,1010.0,1,43,100.94,-0.9955440578004069,0,0,1,0,0,0,0,0,0,0,0
1390,10.0,0,0,0,0,9000.0,-10.0,450.07,7464.0,16.58,0.03,0.03,0.25,0.14,0.27,0.28,0.01,0.0,0.0,0.04,0.51,0.45,0.35,0.04,0.61,0.37,3.78,5.0,1.0,2022.88,342084.21,3396.0,49.78,8.64,1019.87,732.0,51.52,12,10.0,30.0,26.9,2.0,0.39533224400871453,0,1,794.0,8,401107.5,718.5,264.0,1,37,101.30000000000001,-0.9973690688617285,0,0,0,1,0,0,0,0,0,0,0
1391,10.0,0,0,0,0,9000.0,-10.0,450.07,7464.0,16.58,0.03,0.03,0.25,0.14,0.27,0.28,0.01,0.0,0.0,0.04,0.51,0.45,0.35,0.04,0.61,0.37,3.78,5.0,1.0,2022.88,342084.21,3396.0,49.78,8.64,1019.87,732.0,51.52,4,0.0,37.5,78.25,2.0,0.39533224400871453,0,1,794.0,8,401107.5,718.5,264.0,1,24,101.30000000000001,-0.9973690688617285,0,0,0,1,0,0,0,0,0,0,0
1392,30.0,0,0,0,0,7800.0,-22.0,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,3.0,0.0,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,9,0.0,0.0,30.13,4.0,0.5063559368191721,0,1,1347.0,50,257884.5,739.0,342.0,1,30,100.50999999999999,-0.9979851296367591,0,0,0,1,0,0,0,0,0,0,0
1393,30.0,0,0,0,0,7800.0,-22.0,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,3.0,0.0,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,7,0.0,33.33,141.83,4.0,0.5063559368191721,0,1,1347.0,50,257884.5,739.0,342.0,1,35,100.50999999999999,-0.9979851296367591,0,0,0,1,0,0,0,0,0,0,0
1394,30.0,0,0,0,0,7200.0,-22.58,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,3.0,0.0,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,14,9.09,13.64,42.41,4.0,0.5063559368191721,0,1,1347.0,50,257884.5,739.0,342.0,1,31,100.50999999999999,-0.9981401196647007,0,0,0,1,0,0,0,0,0,0,0
1395,28.75,0,0,0,0,6000.0,-23.080000000000002,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,3.0,0.0,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,15,40.0,50.0,11.1,4.0,0.5063559368191721,0,1,1347.0,50,257884.5,739.0,330.0,1,40,100.50999999999999,-0.9983827127519137,0,0,0,1,0,0,0,0,0,0,0
1396,30.0,0,0,0,0,6000.0,-23.080000000000002,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,3.0,0.0,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,9,0.0,4.17,177.39,4.0,0.5063559368191721,0,1,1347.0,50,257884.5,739.0,330.0,1,34,100.50999999999999,-0.998450099720584,0,0,0,1,0,0,0,0,0,0,0
1397,26.7,0,0,0,0,6000.0,-23.080000000000002,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,3.0,0.0,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,8,28.57,57.14,30.14,4.0,0.5063559368191721,0,1,1347.0,50,257884.5,739.0,330.0,1,39,100.50999999999999,-0.9982585390118921,0,0,0,1,0,0,0,0,0,0,0
1398,133.11,3,0,1,0,85100.0,-3.73,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,118,21.88,30.69,101.14,10.0,0.5205488017429196,0,1,1347.0,74,255343.2,559.4,1642.0,1,44,100.0,-0.9934345129965844,0,0,0,0,0,0,0,0,1,0,0
1399,25.0,0,0,0,0,6500.0,0.0,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,3,0.0,0.0,11.67,3.0,0.5304360929557008,0,1,1347.0,74,220588.66666666663,782.0,468.0,1,16,92.93,-0.9978201497808622,0,0,0,1,0,0,0,0,0,0,0
1400,25.0,0,0,0,0,6500.0,0.0,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,6,0.0,0.0,39.5,3.0,0.5304360929557008,0,1,1347.0,74,220588.66666666663,782.0,468.0,1,34,100.0,-0.9973299375616168,0,0,0,1,0,0,0,0,0,0,0
1401,94.1,2,0,1,0,68300.0,-4.21,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,22,0.0,6.06,309.18,10.0,0.4640111111111112,0,1,1347.0,74,221032.9,535.7,1505.0,1,45,100.0,-0.9925461757319721,0,0,0,0,0,0,0,0,1,0,0
1402,99999.0,0,0,0,0,33200.0,0.0,2478.69,9714.0,3.92,0.03,0.03,0.26,0.18,0.13,0.37,0.02,0.01,0.02,0.03,0.44,0.49,0.59,0.06,0.34,0.16,5.19,3.5,0.0,1018.27,161011.0,930.0,49.48,4.71,633.69,78.0,52.1,689,30.35,23.28,188.14,4.0,0.4788978758169935,0,1,1347.0,60,119599.5,1170.75,155.0,1,46,101.58,-0.9999979380084588,0,0,0,0,0,0,0,0,0,1,0
1403,20.0,0,0,0,0,12500.0,0.0,34570.35,33987.0,0.98,0.16,0.16,0.21,0.12,0.13,0.21,0.05,0.03,0.01,0.06,0.49,0.37,0.44,0.33,0.22,0.13,4.72,2.5,0.0,795.02,119120.06,2013.0,48.71,3.23,480.62,39.0,50.73,37,9.52,19.6,27.35,4.0,0.4276023965141612,0,1,794.0,17,188453.0,892.5,253.0,1,43,99.44,-0.9947531927032273,0,0,0,1,0,0,0,0,0,0,0
1404,186.92,1,0,0,0,85900.0,-9.1,2754.74,5907.0,2.14,0.1,0.1,0.14,0.11,0.07,0.48,0.01,0.0,0.01,0.05,0.47,0.46,0.14,0.77,0.09,0.12,5.49,4.0,0.0,1020.26,136607.95,1338.0,49.35,4.72,527.15,141.0,51.99,362,17.97,9.33,48.51,10.0,0.4571569716775599,0,1,1347.0,11,375550.1,816.0,1044.0,1,46,101.34,-0.9966359579380817,0,1,0,0,0,0,0,0,0,0,0
1405,23.76,0,0,0,0,5800.0,0.0,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,1.0,0.0,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,2,0.0,0.0,10.5,4.0,0.5548107298474945,0,1,1347.0,74,374081.25,771.25,454.0,1,0,100.0,-0.9974931426213055,0,0,0,1,0,0,0,0,0,0,0
1406,81.34,1,0,0,0,53400.0,-9.030000000000001,1836.86,306.0,0.17,0.32,0.32,0.13,0.08,0.04,0.1,0.01,0.0,0.0,0.04,0.5,0.45,0.4,0.55,0.05,0.08,5.64,2.0,0.0,597.88,56910.9,138.0,48.94,4.57,524.14,60.0,48.21,26,11.76,20.59,100.53,9.0,0.3976531106269669,0,1,1347.0,26,185400.0,678.6666666666666,913.0,1,43,97.15,-0.988464361567265,0,0,0,0,0,0,0,0,1,0,0
1407,64.05,1,1,1,0,92300.0,-10.39,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,3.0,0.0,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,152,14.06,14.19,92.61,5.0,0.5247999999999999,0,1,1347.0,50,524493.6,568.8,1026.0,1,45,100.50999999999999,-0.9888324905706403,0,0,0,0,0,0,0,0,1,0,0
1408,60.58,1,1,1,0,88900.0,-10.38,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,3.0,0.0,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,51,4.0,9.33,79.6,5.0,0.5247999999999999,0,1,1347.0,50,524493.6,568.8,1026.0,1,44,100.50999999999999,-0.9886277538098313,0,0,0,0,0,0,0,0,1,0,0
1409,60.58,1,1,1,0,88900.0,-10.38,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,3.0,0.0,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,36,4.35,3.62,108.25,5.0,0.5247999999999999,0,1,1347.0,50,524493.6,568.8,1026.0,1,40,100.50999999999999,-0.9886277538098313,0,0,0,0,0,0,0,0,1,0,0
1410,29.94,0,0,0,0,8000.0,0.0,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,5,20.0,40.0,78.0,4.0,0.4622674291938998,0,1,1347.0,20,307944.0,713.5,250.0,1,21,92.93,-0.9977597757369736,0,0,0,1,0,0,0,0,0,0,0
1411,12.51,0,0,0,0,9600.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,10,0.0,0.0,17.6,3.0,0.5344168482207697,0,1,794.0,63,372122.66666666674,667.6666666666666,172.0,1,29,99.52,-0.9928470778270764,0,0,0,1,0,0,0,0,0,0,0
1412,13.58,0,0,0,0,10400.0,0.0,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,4,0.0,0.0,3.0,3.0,0.5344168482207697,0,1,794.0,63,372122.66666666674,667.6666666666666,172.0,1,13,92.93,-0.9940802960034143,0,0,0,1,0,0,0,0,0,0,0
1413,11.88,0,0,0,0,9100.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,5,0.0,20.0,4.0,3.0,0.5344168482207697,0,1,794.0,63,372122.66666666674,667.6666666666666,172.0,1,24,99.52,-0.9928600605614496,0,0,0,1,0,0,0,0,0,0,0
1414,13.1,0,0,0,0,10000.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,18,0.0,20.83,57.67,3.0,0.5344168482207697,0,1,794.0,63,372122.66666666674,667.6666666666666,172.0,1,33,99.52,-0.9928846170178695,0,0,0,1,0,0,0,0,0,0,0
1415,12.85,0,0,0,0,9900.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,9,0.0,11.11,60.22,3.0,0.5344168482207697,0,1,794.0,63,372122.66666666674,667.6666666666666,172.0,1,45,99.52,-0.9928187235879182,0,0,0,1,0,0,0,0,0,0,0
1416,11.88,0,0,0,0,9100.0,0.0,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,3,0.0,0.0,3.0,3.0,0.5344168482207697,0,1,794.0,63,372122.66666666674,667.6666666666666,172.0,1,5,92.93,-0.9940790502744588,0,0,0,1,0,0,0,0,0,0,0
1417,26.74,0,0,0,0,10500.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,24,0.0,7.97,44.74,3.0,0.5344168482207697,0,1,794.0,63,372122.66666666674,667.6666666666666,172.0,1,36,99.52,-0.9963398618953176,0,0,0,1,0,0,0,0,0,0,0
1418,12.85,0,0,0,0,9900.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,4,25.0,25.0,2.25,3.0,0.5344168482207697,0,1,794.0,63,372122.66666666674,667.6666666666666,172.0,1,24,99.52,-0.9928187235879182,0,0,0,1,0,0,0,0,0,0,0
1419,12.51,0,0,0,0,9600.0,0.0,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,5,0.0,0.0,16.6,3.0,0.5344168482207697,0,1,794.0,63,372122.66666666674,667.6666666666666,172.0,1,17,92.93,-0.9940682840602373,0,0,0,1,0,0,0,0,0,0,0
1420,11.51,0,0,0,0,9400.0,0.0,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,5,0.0,0.0,66.0,3.0,0.5344168482207697,0,1,794.0,63,372122.66666666674,667.6666666666666,172.0,1,15,92.93,-0.9936872447489461,0,0,0,1,0,0,0,0,0,0,0
1421,13.82,0,0,0,0,10500.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,10,0.0,0.0,40.12,3.0,0.5344168482207697,0,1,794.0,63,372122.66666666674,667.6666666666666,172.0,1,30,99.52,-0.9929180830015046,0,0,0,1,0,0,0,0,0,0,0
1422,14.07,0,0,0,0,10500.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,11,0.0,0.0,46.36,3.0,0.5344168482207697,0,1,794.0,63,372122.66666666674,667.6666666666666,172.0,1,35,99.52,-0.9930439166368723,0,0,0,1,0,0,0,0,0,0,0
1423,14.07,0,0,0,0,10500.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,8,0.0,0.0,43.6,3.0,0.5344168482207697,0,1,794.0,63,372122.66666666674,667.6666666666666,0.0,0,30,99.52,-0.9930439166368723,0,0,0,1,0,0,0,0,0,0,0
1424,12.51,0,0,0,0,9600.0,0.0,6264.67,23420.0,3.74,0.12,0.12,0.24,0.13,0.14,0.24,0.02,0.02,0.01,0.05,0.5,0.4,0.2,0.54,0.27,0.11,4.39,3.0,0.0,673.18,107282.88,1083.0,48.83,3.54,433.8,69.0,50.69,6,0.0,0.0,23.33,3.0,0.5344168482207697,0,1,794.0,63,372122.66666666674,667.6666666666666,172.0,1,30,99.52,-0.9928470778270764,0,0,0,1,0,0,0,0,0,0,0
