,HY_id,HY_tipo,HY_metros_totales,HY_num_banos,HY_num_terrazas,HY_trastero,HY_num_garajes,HY_precio,% Descuento,IDEA_area,IDEA_poblacion,IDEA_densidad,IDEA_pc_1960,IDEA_pc_1960_69,IDEA_pc_1970_79,IDEA_pc_1980_89,IDEA_pc_1990_99,IDEA_pc_2000_10,IDEA_pc_comercio,IDEA_pc_industria,IDEA_pc_oficina,IDEA_pc_otros,IDEA_pc_residencial,IDEA_pc_trast_parking,IDEA_ind_tienda,IDEA_ind_turismo,IDEA_ind_alimentacion,IDEA_ind_riqueza,IDEA_rent_alquiler,IDEA_unitprice_sale_residential,IDEA_price_sale_residential,IDEA_stock_sale_residential,IDEA_demand_sale_residential,IDEA_unitprice_rent_residential,IDEA_price_rent_residential,IDEA_stock_rent_residential,IDEA_demand_rent_residential,GA_page_views,GA_mean_bounce,GA_exit_rate,TARGET,num_images,piscina,has_image,descr_len,has_description,active_week,diff_precio_zona
1076,6033843,Garaje,27.8,0,0,0,0,12300.0,-12.770000000000001,241.83,23472.0,97.06,0.14,0.14,0.26,0.18,0.1,0.2,0.03,0.0,0.01,0.02,0.5,0.44,0.27,0.27,0.45,0.13,6.07,1370.61,194021.43,1722.0,50.44,6.58,550.5,129.0,51.96,5,33.33,33.33,44.56,7.0,0,1,210.0,1,26,-0.9977196021946366
1077,6033844,Garaje,23.32,0,0,0,0,7400.0,-12.94,241.83,23472.0,97.06,0.14,0.14,0.26,0.18,0.1,0.2,0.03,0.0,0.01,0.02,0.5,0.44,0.27,0.27,0.45,0.13,6.07,1370.61,194021.43,1722.0,50.44,6.58,550.5,129.0,51.96,10,0.0,16.67,83.5,7.0,0,1,210.0,1,42,-0.9983644889884137
1078,6033846,Garaje,27.88,0,0,0,0,8900.0,-11.88,241.83,23472.0,97.06,0.14,0.14,0.26,0.18,0.1,0.2,0.03,0.0,0.01,0.02,0.5,0.44,0.27,0.27,0.45,0.13,6.07,1370.61,194021.43,1722.0,50.44,6.58,550.5,129.0,51.96,16,0.0,0.0,38.23,10.0,0,1,210.0,1,29,-0.9983546907623758
1079,6033847,Garaje,32.2,0,0,0,0,10200.0,-12.82,241.83,23472.0,97.06,0.14,0.14,0.26,0.18,0.1,0.2,0.03,0.0,0.01,0.02,0.5,0.44,0.27,0.27,0.45,0.13,6.07,1370.61,194021.43,1722.0,50.44,6.58,550.5,129.0,51.96,11,0.0,21.43,15.31,10.0,0,1,210.0,1,28,-0.9983673443375023
1080,6033848,Garaje,25.48,0,0,0,0,8100.0,-12.9,241.83,23472.0,97.06,0.14,0.14,0.26,0.18,0.1,0.2,0.03,0.0,0.01,0.02,0.5,0.44,0.27,0.27,0.45,0.13,6.07,1370.61,194021.43,1722.0,50.44,6.58,550.5,129.0,51.96,13,44.44,48.15,65.22,10.0,0,1,210.0,1,39,-0.998361539808644
1081,6033849,Garaje,23.92,0,0,0,0,7600.0,-12.64,241.83,23472.0,97.06,0.14,0.14,0.26,0.18,0.1,0.2,0.03,0.0,0.01,0.02,0.5,0.44,0.27,0.27,0.45,0.13,6.07,1370.61,194021.43,1722.0,50.44,6.58,550.5,129.0,51.96,4,0.0,0.0,78.33,7.0,0,1,210.0,1,28,-0.9983624192827135
1082,6033856,Garaje,29.0,0,0,0,0,7000.0,-15.659999999999998,1329.42,2356.0,1.77,0.01,0.01,0.06,0.05,0.19,0.68,0.01,0.01,0.0,0.26,0.41,0.31,0.37,0.5,0.12,0.36,4.99,1163.46,246042.31,651.0,50.13,4.51,975.0,27.0,52.12,32,21.43,20.35,17.14,3.0,0,1,199.0,1,38,-0.9990189520235571
1083,6033862,Garaje,23.55,0,0,0,0,5300.0,-18.459999999999997,62.22,844.0,13.57,0.0,0.0,0.0,0.32,0.0,0.68,0.0,0.0,0.0,0.02,0.12,0.85,1.0,0.0,0.0,0.16,5.42,1095.88,108390.0,21.0,48.34,4.77,557.7,60.0,0.0,1,0.0,0.0,12.0,5.0,0,1,168.0,1,0,-0.9979236730458875
1084,6033863,Garaje,22.26,0,0,0,0,5000.0,-19.35,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,1,0.0,0.0,9.0,5.0,0,1,168.0,1,0,-0.9982048947179383
1085,6033866,Garaje,22.26,0,0,0,0,5000.0,-19.35,62.22,844.0,13.57,0.0,0.0,0.0,0.32,0.0,0.68,0.0,0.0,0.0,0.02,0.12,0.85,1.0,0.0,0.0,0.16,5.42,1095.88,108390.0,21.0,48.34,4.77,557.7,60.0,0.0,2,50.0,50.0,27.5,5.0,0,1,168.0,1,28,-0.9979276856799848
1086,6033867,Garaje,22.26,0,0,0,0,5000.0,-19.35,80.34,11302.0,140.68,0.12,0.12,0.16,0.11,0.13,0.36,0.02,0.0,0.0,0.04,0.55,0.38,0.6,0.0,0.4,0.12,4.94,753.42,105184.06,1371.0,48.82,3.88,524.44,54.0,50.78,1,0.0,0.0,78.0,5.0,0,1,168.0,1,0,-0.9978645229215677
1087,6033868,Garaje,22.26,0,0,0,0,5000.0,-19.35,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,1,100.0,100.0,0.0,5.0,0,1,168.0,1,0,-0.9982048947179383
1088,6033870,Garaje,22.26,0,0,0,0,5000.0,-19.35,62.22,844.0,13.57,0.0,0.0,0.0,0.32,0.0,0.68,0.0,0.0,0.0,0.02,0.12,0.85,1.0,0.0,0.0,0.16,5.42,1095.88,108390.0,21.0,48.34,4.77,557.7,60.0,0.0,1,0.0,100.0,0.0,5.0,0,1,168.0,1,0,-0.9979276856799848
1089,6033876,Garaje,21.84,0,0,0,0,10000.0,-17.36,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,1,0.0,0.0,54.0,4.0,0,1,155.0,1,0,-0.996340746925028
1090,6033877,Garaje,21.84,0,0,0,0,10000.0,-17.36,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,1,0.0,100.0,0.0,4.0,0,1,155.0,1,0,-0.996340746925028
1091,6033881,Garaje,21.84,0,0,0,0,10000.0,-17.36,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,1,100.0,100.0,0.0,4.0,0,1,155.0,1,0,-0.996340746925028
1092,6033887,Garaje,21.84,0,0,0,0,10000.0,-18.7,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,1,100.0,100.0,0.0,4.0,0,1,155.0,1,0,-0.996340746925028
1093,6033889,Garaje,21.84,0,0,0,0,10000.0,-18.7,14.63,2974.0,203.31,0.3,0.3,0.17,0.08,0.06,0.09,0.06,0.0,0.02,0.03,0.56,0.32,0.0,1.0,0.0,0.17,4.75,874.98,110398.4,297.0,49.38,3.35,506.25,24.0,50.38,1,0.0,0.0,235.0,4.0,0,1,155.0,1,0,-0.9958525172658711
1094,6033907,Garaje,22.75,0,0,0,0,10100.0,0.0,6589.49,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,1086.53,154328.0,543.0,49.16,6.08,575.0,48.0,51.44,1,0.0,0.0,4.0,6.0,0,1,231.0,1,0,-0.9971232955526149
1095,6033910,Garaje,23.3,0,0,0,0,2600.0,-16.13,3724.12,16682.0,4.48,0.01,0.01,0.12,0.26,0.24,0.37,0.01,0.0,0.0,0.09,0.6,0.3,0.67,0.0,0.33,0.42,3.74,1625.57,255407.76,1167.0,50.51,8.42,801.92,219.0,51.9,5,40.0,40.0,10.6,7.0,0,1,231.0,1,36,-0.9995630986982047
1096,6033911,Garaje,34.2,0,0,0,0,10100.0,0.0,3724.12,16682.0,4.48,0.01,0.01,0.12,0.26,0.24,0.37,0.01,0.0,0.0,0.09,0.6,0.3,0.67,0.0,0.33,0.42,3.74,1625.57,255407.76,1167.0,50.51,8.42,801.92,219.0,51.9,2,0.0,50.0,14.5,7.0,0,1,231.0,1,34,-0.9988437248835865
1097,6033912,Garaje,12.88,0,0,0,0,2400.0,-36.84,3724.12,16682.0,4.48,0.01,0.01,0.12,0.26,0.24,0.37,0.01,0.0,0.0,0.09,0.6,0.3,0.67,0.0,0.33,0.42,3.74,1625.57,255407.76,1167.0,50.51,8.42,801.92,219.0,51.9,9,0.0,0.0,96.97,6.0,0,1,231.0,1,37,-0.9992704395366582
1098,6033913,Garaje,50.39,0,0,0,0,11900.0,-18.490000000000002,3724.12,16682.0,4.48,0.01,0.01,0.12,0.26,0.24,0.37,0.01,0.0,0.0,0.09,0.6,0.3,0.67,0.0,0.33,0.42,3.74,1625.57,255407.76,1167.0,50.51,8.42,801.92,219.0,51.9,5,0.0,20.0,44.8,7.0,0,1,231.0,1,25,-0.999075368861734
1099,6033944,Piso,102.0,2,0,0,0,143200.0,0.0,443.18,3854.0,8.7,0.14,0.14,0.17,0.07,0.12,0.35,0.01,0.01,0.01,0.02,0.49,0.46,0.5,0.5,0.0,0.15,5.01,964.0,157700.0,459.0,49.92,5.65,620.0,27.0,52.17,117,12.16,24.02,105.5,10.0,0,1,596.0,1,46,-0.9910975170029965
1100,6033945,Piso,72.0,1,0,0,0,114300.0,0.0,443.18,3854.0,8.7,0.14,0.14,0.17,0.07,0.12,0.35,0.01,0.01,0.01,0.02,0.49,0.46,0.5,0.5,0.0,0.15,5.01,964.0,157700.0,459.0,49.92,5.65,620.0,27.0,52.17,46,11.36,14.06,66.9,10.0,0,1,589.0,1,44,-0.9899334178820546
1101,6033953,Garaje,31.26,0,0,0,0,16200.0,0.0,32.75,11385.0,347.59,0.22,0.22,0.38,0.01,0.06,0.1,0.06,0.0,0.0,0.04,0.7,0.19,0.0,0.5,0.5,0.2,5.92,1992.41,196913.2,387.0,50.88,8.39,700.0,180.0,51.97,16,27.78,24.07,100.94,4.0,0,1,236.0,1,36,-0.9973682101298076
1102,6033954,Local,102.02,0,0,0,0,129000.0,-8.51,32.75,11385.0,347.59,0.22,0.22,0.38,0.01,0.06,0.1,0.06,0.0,0.0,0.04,0.7,0.19,0.0,0.5,0.5,0.2,5.92,1992.41,196913.2,387.0,50.88,8.39,700.0,180.0,51.97,264,28.33,23.75,136.33,3.0,0,1,578.0,1,46,-0.9935786024023697
1103,6034033,Garaje,22.7,0,0,0,0,7700.0,-10.47,619.37,2625.0,4.24,0.01,0.01,0.05,0.34,0.1,0.49,0.02,0.0,0.0,0.1,0.47,0.4,0.21,0.12,0.67,0.4,4.04,2366.73,372978.89,2319.0,49.36,8.36,1046.47,264.0,52.24,35,21.88,28.87,66.4,3.0,0,1,170.0,1,42,-0.99909054625462
1104,6034045,Nave,597.85,0,0,0,0,145000.0,-8.81,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,106.0,10.0,0,1,703.0,1,0,-0.9979238097148186
1105,6034047,Nave,608.55,0,0,0,0,147000.0,-9.26,4381.69,5609.0,1.28,0.16,0.16,0.09,0.1,0.18,0.31,0.02,0.03,0.02,0.02,0.58,0.33,0.12,0.12,0.75,0.14,5.34,535.41,62880.31,384.0,48.02,2.42,300.0,33.0,50.87,5,0.0,0.0,158.25,9.0,0,1,703.0,1,15,-0.9961584508516095
1106,6034049,Local,90.59,0,0,0,0,62200.0,0.0,113.83,13247.0,116.38,0.17,0.17,0.34,0.15,0.07,0.1,0.06,0.01,0.04,0.04,0.57,0.29,0.39,0.26,0.36,0.19,4.57,1192.48,161703.12,1599.0,50.19,6.23,860.96,393.0,51.77,148,14.29,10.76,68.91,4.0,0,1,544.0,1,45,-0.9957538852614355
1107,6034052,Local,93.72,0,0,0,0,69500.0,0.0,295.11,294.0,1.0,0.0,0.0,0.0,0.0,0.07,0.93,0.01,0.0,0.0,0.05,0.33,0.61,0.0,0.0,0.0,0.27,5.21,1710.43,414743.75,441.0,48.45,6.33,608.0,51.0,51.52,214,7.92,19.09,95.76,5.0,0,1,701.0,1,46,-0.9982119787557092
1108,6034053,Local,137.41,0,0,0,0,148000.0,-9.2,14241.07,19835.0,1.39,0.0,0.0,0.01,0.25,0.25,0.49,0.03,0.01,0.01,0.02,0.61,0.32,0.15,0.85,0.0,0.13,3.72,715.99,93616.8,333.0,49.34,4.58,372.5,9.0,51.01,157,16.67,17.74,91.3,10.0,0,1,150.0,1,45,-0.9884949215660277
1109,6034054,Local,186.0,0,0,0,0,146000.0,-8.75,428.81,12673.0,29.55,0.0,0.0,0.03,0.08,0.19,0.69,0.01,0.0,0.01,0.02,0.37,0.59,0.5,0.11,0.39,0.31,3.68,1641.73,328465.24,999.0,50.28,5.94,913.58,237.0,52.08,207,23.57,20.83,76.9,2.0,0,1,562.0,1,46,-0.9976102608709551
1110,6034055,Local,158.62,0,0,0,0,177000.0,-9.370000000000001,428.81,12673.0,29.55,0.0,0.0,0.03,0.08,0.19,0.69,0.01,0.0,0.01,0.02,0.37,0.59,0.5,0.11,0.39,0.31,3.68,1641.73,328465.24,999.0,50.28,5.94,913.58,237.0,52.08,22,7.14,16.67,120.64,4.0,0,1,744.0,1,39,-0.996602762542407
1111,6034056,Garaje,22.07,0,0,0,0,6100.0,-15.28,72.78,9178.0,126.1,0.0,0.0,0.1,0.22,0.25,0.42,0.03,0.0,0.02,0.01,0.5,0.43,0.0,1.0,0.0,0.12,4.98,924.52,159249.38,1725.0,48.61,3.74,433.06,66.0,51.23,81,18.75,14.66,19.51,2.0,0,1,110.0,1,45,-0.9982643995595818
1112,6034057,Local,140.46,0,0,0,0,141000.0,-9.030000000000001,428.81,12673.0,29.55,0.0,0.0,0.03,0.08,0.19,0.69,0.01,0.0,0.01,0.02,0.37,0.59,0.5,0.11,0.39,0.31,3.68,1641.73,328465.24,999.0,50.28,5.94,913.58,237.0,52.08,126,23.82,36.25,48.27,3.0,0,1,398.0,1,45,-0.9969438333538954
1113,6034066,Local,111.95,0,0,0,0,37300.0,-9.02,7142.5,2869.0,0.4,0.03,0.03,0.12,0.1,0.1,0.61,0.01,0.01,0.0,0.24,0.52,0.23,0.0,1.0,0.0,0.12,5.06,636.67,84503.2,225.0,47.73,4.67,400.0,6.0,51.1,51,0.0,3.47,38.19,3.0,0,1,126.0,1,45,-0.9960571379859339
1114,6034078,Piso,59.0,1,0,0,0,44600.0,-1.3299999999999998,2016.6,137.0,0.07,0.22,0.22,0.05,0.16,0.03,0.33,0.01,0.04,0.0,0.09,0.62,0.25,0.0,1.0,0.0,0.08,5.31,710.72,60880.0,39.0,49.19,4.59,447.69,45.0,0.0,10,0.0,14.29,278.07,10.0,0,1,1514.0,1,25,-0.987583242388472
1115,6034079,Piso,63.0,1,0,0,0,47700.0,-1.4500000000000002,2016.6,137.0,0.07,0.22,0.22,0.05,0.16,0.03,0.33,0.01,0.04,0.0,0.09,0.62,0.25,0.0,1.0,0.0,0.08,5.31,710.72,60880.0,39.0,49.19,4.59,447.69,45.0,0.0,2,0.0,0.0,85.5,10.0,0,1,1514.0,1,16,-0.9875633564858269
1116,6034099,Piso,104.0,2,0,0,0,90400.0,-8.690000000000001,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,23,7.69,10.26,269.01,10.0,0,1,747.0,1,30,-0.9925590827105829
1117,6034100,Piso,105.0,2,0,0,0,91500.0,-8.68,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,10,0.0,0.0,46.98,10.0,0,1,747.0,1,10,-0.99254026876042
1118,6034101,Piso,105.0,2,0,0,0,91500.0,-8.68,4583.95,4012.0,0.88,0.06,0.06,0.01,0.21,0.2,0.46,0.01,0.0,0.0,0.03,0.58,0.37,0.14,0.86,0.0,0.13,5.31,761.23,103620.33,408.0,48.93,4.2,426.75,36.0,50.52,8,0.0,0.0,36.56,10.0,0,1,747.0,1,44,-0.9915901776086935
1119,6034102,Piso,82.0,1,0,0,0,73500.0,-8.7,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,5,0.0,44.44,257.17,10.0,0,1,716.0,1,8,-0.9923270057521714
1120,6034103,Piso,94.0,1,0,0,0,81900.0,-8.799999999999999,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,5,50.0,50.0,5.0,10.0,0,1,716.0,1,2,-0.9925415697250589
1121,6034104,Piso,94.0,1,0,0,0,83500.0,-8.74,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,4,0.0,0.0,20.5,10.0,0,1,716.0,1,15,-0.9923958616854996
1122,6034105,Piso,90.0,1,0,0,0,81000.0,-8.780000000000001,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,3,50.0,25.0,54.0,10.0,0,1,716.0,1,8,-0.9922956874083027
1123,6034157,Garaje,35.43,0,0,0,0,10100.0,-19.84,428.81,12673.0,29.55,0.0,0.0,0.03,0.08,0.19,0.69,0.01,0.0,0.01,0.02,0.37,0.59,0.5,0.11,0.39,0.31,3.68,1641.73,328465.24,999.0,50.28,5.94,913.58,237.0,52.08,53,0.0,9.36,77.04,3.0,0,1,158.0,1,46,-0.9991321177533504
1124,6034158,Garaje,26.32,0,0,0,0,10500.0,0.0,428.81,12673.0,29.55,0.0,0.0,0.03,0.08,0.19,0.69,0.01,0.0,0.01,0.02,0.37,0.59,0.5,0.11,0.39,0.31,3.68,1641.73,328465.24,999.0,50.28,5.94,913.58,237.0,52.08,66,5.0,16.34,31.97,3.0,0,1,158.0,1,45,-0.9987854539183119
1125,6034159,Garaje,28.33,0,0,0,0,9300.0,-8.82,428.81,12673.0,29.55,0.0,0.0,0.03,0.08,0.19,0.69,0.01,0.0,0.01,0.02,0.37,0.59,0.5,0.11,0.39,0.31,3.68,1641.73,328465.24,999.0,50.28,5.94,913.58,237.0,52.08,90,5.26,22.61,22.31,3.0,0,1,158.0,1,42,-0.9990005824830104
1126,6034160,Garaje,26.81,0,0,0,0,8800.0,-8.33,428.81,12673.0,29.55,0.0,0.0,0.03,0.08,0.19,0.69,0.01,0.0,0.01,0.02,0.37,0.59,0.5,0.11,0.39,0.31,3.68,1641.73,328465.24,999.0,50.28,5.94,913.58,237.0,52.08,42,0.0,9.38,29.24,3.0,0,1,158.0,1,45,-0.9990006987255775
1127,6034161,Garaje,26.81,0,0,0,0,8800.0,-8.33,428.81,12673.0,29.55,0.0,0.0,0.03,0.08,0.19,0.69,0.01,0.0,0.01,0.02,0.37,0.59,0.5,0.11,0.39,0.31,3.68,1641.73,328465.24,999.0,50.28,5.94,913.58,237.0,52.08,37,0.0,0.64,14.58,3.0,0,1,158.0,1,45,-0.9990006987255775
1128,6034166,Garaje,25.21,0,0,0,0,8300.0,-8.790000000000001,428.81,12673.0,29.55,0.0,0.0,0.03,0.08,0.19,0.69,0.01,0.0,0.01,0.02,0.37,0.59,0.5,0.11,0.39,0.31,3.68,1641.73,328465.24,999.0,50.28,5.94,913.58,237.0,52.08,64,0.0,12.22,43.05,3.0,0,1,158.0,1,45,-0.9989976582277581
1129,6034168,Garaje,36.43,0,0,0,0,10800.0,-16.919999999999998,428.81,12673.0,29.55,0.0,0.0,0.03,0.08,0.19,0.69,0.01,0.0,0.01,0.02,0.37,0.59,0.5,0.11,0.39,0.31,3.68,1641.73,328465.24,999.0,50.28,5.94,913.58,237.0,52.08,58,19.44,36.74,33.66,3.0,0,1,158.0,1,43,-0.9990974419016343
1130,6034176,Piso,91.0,2,0,0,0,82600.0,-9.43,391.53,2919.0,7.46,0.13,0.13,0.03,0.03,0.1,0.58,0.01,0.0,0.0,0.07,0.54,0.39,0.5,0.0,0.5,0.17,4.84,958.45,138011.94,1104.0,48.86,4.96,541.83,126.0,51.21,1467,30.07,14.81,54.63,4.0,0,1,942.0,1,46,-0.9934230885552923
1131,6034177,Chalet,249.8,2,0,0,1,267000.0,0.0,1972.03,18878.0,9.57,0.1,0.1,0.07,0.15,0.25,0.32,0.01,0.0,0.0,0.08,0.58,0.32,0.6,0.18,0.22,0.19,4.92,1018.37,138540.41,3768.0,48.9,4.81,640.84,441.0,50.79,223,20.0,16.01,60.73,10.0,0,1,1041.0,1,46,-0.9922848858028698
1132,6034178,Garaje,16.36,0,0,0,0,7800.0,-10.34,349.91,6514.0,18.62,0.05,0.05,0.02,0.06,0.22,0.61,0.01,0.0,0.0,0.05,0.47,0.47,0.0,1.0,0.0,0.13,4.96,879.1,109004.5,2022.0,48.47,4.11,467.21,132.0,51.24,11,0.0,0.0,158.78,2.0,0,1,168.0,1,44,-0.9956261198745289
1133,6034179,Garaje,21.91,0,0,0,0,8400.0,-15.15,349.91,6514.0,18.62,0.05,0.05,0.02,0.06,0.22,0.61,0.01,0.0,0.0,0.05,0.47,0.47,0.0,1.0,0.0,0.13,4.96,879.1,109004.5,2022.0,48.47,4.11,467.21,132.0,51.24,31,15.38,19.23,33.0,2.0,0,1,168.0,1,43,-0.9964828371170947
1134,6034180,Garaje,15.45,0,0,0,0,7600.0,-9.520000000000001,349.91,6514.0,18.62,0.05,0.05,0.02,0.06,0.22,0.61,0.01,0.0,0.0,0.05,0.47,0.47,0.0,1.0,0.0,0.13,4.96,879.1,109004.5,2022.0,48.47,4.11,467.21,132.0,51.24,6,0.0,8.33,15.33,3.0,0,1,169.0,1,41,-0.9954872561672843
1135,6034181,Garaje,14.68,0,0,0,0,7100.0,-11.25,349.91,6514.0,18.62,0.05,0.05,0.02,0.06,0.22,0.61,0.01,0.0,0.0,0.05,0.47,0.47,0.0,1.0,0.0,0.13,4.96,879.1,109004.5,2022.0,48.47,4.11,467.21,132.0,51.24,4,33.33,33.33,175.0,3.0,0,1,169.0,1,38,-0.9955630159657809
1136,6034182,Garaje,15.77,0,0,0,0,7600.0,-10.59,349.91,6514.0,18.62,0.05,0.05,0.02,0.06,0.22,0.61,0.01,0.0,0.0,0.05,0.47,0.47,0.0,1.0,0.0,0.13,4.96,879.1,109004.5,2022.0,48.47,4.11,467.21,132.0,51.24,9,0.0,0.0,21.7,3.0,0,1,169.0,1,38,-0.995578827380123
1137,6034183,Piso,114.31,2,0,0,0,101000.0,0.0,784.99,4461.0,5.68,0.04,0.04,0.05,0.08,0.19,0.61,0.01,0.0,0.0,0.05,0.48,0.46,0.67,0.0,0.33,0.14,5.74,826.23,115791.82,951.0,48.34,5.18,454.55,84.0,51.65,429,28.87,18.51,91.75,4.0,0,1,876.0,1,46,-0.9923693897977995
1138,6034184,Local,104.0,0,0,0,0,62200.0,-9.06,6660.72,6435.0,0.97,0.08,0.08,0.07,0.1,0.24,0.42,0.01,0.0,0.0,0.08,0.52,0.38,0.05,0.14,0.82,0.19,3.97,1028.48,142550.56,3033.0,48.56,4.47,485.17,207.0,51.2,92,9.26,14.53,88.05,3.0,0,1,584.0,1,46,-0.9958044575687606
1139,6034186,Casa de pueblo,148.0,1,0,0,0,32200.0,-10.059999999999999,26119.51,21756.0,0.83,0.1,0.1,0.18,0.17,0.2,0.24,0.02,0.01,0.01,0.03,0.52,0.41,0.18,0.61,0.21,0.14,3.34,917.01,118978.12,393.0,48.39,3.64,389.44,39.0,50.33,672,16.53,16.01,53.65,4.0,0,1,794.0,1,46,-0.9981713648898842
1140,6034196,Casa de pueblo,134.13,1,0,0,0,38900.0,-9.11,10217.77,2603.0,0.25,0.21,0.21,0.17,0.17,0.07,0.18,0.01,0.0,0.0,0.04,0.54,0.41,0.0,0.0,1.0,0.13,3.58,559.45,99510.77,81.0,48.97,2.6,325.0,6.0,0.0,7,14.29,14.29,35.43,2.0,0,1,0.0,0,43,-0.9970855702599484
1141,6034207,Piso,71.4,1,0,1,1,82600.0,-9.030000000000001,1972.03,18878.0,9.57,0.1,0.1,0.07,0.15,0.25,0.32,0.01,0.0,0.0,0.08,0.58,0.32,0.6,0.18,0.22,0.19,4.92,1018.37,138540.41,3768.0,48.9,4.81,640.84,441.0,50.79,731,27.47,10.53,107.19,5.0,0,1,877.0,1,46,-0.9916496367731404
1142,6034208,Garaje,23.28,0,0,0,0,7500.0,-2.6,1972.03,18878.0,9.57,0.1,0.1,0.07,0.15,0.25,0.32,0.01,0.0,0.0,0.08,0.58,0.32,0.6,0.18,0.22,0.19,4.92,1018.37,138540.41,3768.0,48.9,4.81,640.84,441.0,50.79,8,0.0,8.33,14.67,4.0,0,1,221.0,1,41,-0.9976745777751517
1143,6034209,Garaje,49.05,0,0,0,0,11400.0,-4.2,1972.03,18878.0,9.57,0.1,0.1,0.07,0.15,0.25,0.32,0.01,0.0,0.0,0.08,0.58,0.32,0.6,0.18,0.22,0.19,4.92,1018.37,138540.41,3768.0,48.9,4.81,640.84,441.0,50.79,19,8.33,6.94,25.29,3.0,0,1,221.0,1,44,-0.9983223963164202
1144,6034210,Garaje,47.43,0,0,0,0,11100.0,-3.4799999999999995,1972.03,18878.0,9.57,0.1,0.1,0.07,0.15,0.25,0.32,0.01,0.0,0.0,0.08,0.58,0.32,0.6,0.18,0.22,0.19,4.92,1018.37,138540.41,3768.0,48.9,4.81,640.84,441.0,50.79,11,25.0,25.0,16.98,4.0,0,1,221.0,1,37,-0.9983107521082897
1145,6034211,Garaje,21.62,0,0,0,0,7000.0,-2.78,1972.03,18878.0,9.57,0.1,0.1,0.07,0.15,0.25,0.32,0.01,0.0,0.0,0.08,0.58,0.32,0.6,0.18,0.22,0.19,4.92,1018.37,138540.41,3768.0,48.9,4.81,640.84,441.0,50.79,15,11.11,27.78,20.17,5.0,0,1,221.0,1,38,-0.997662961419912
1146,6034214,Piso,77.68,1,0,0,0,86800.0,-9.11,1972.03,18878.0,9.57,0.1,0.1,0.07,0.15,0.25,0.32,0.01,0.0,0.0,0.08,0.58,0.32,0.6,0.18,0.22,0.19,4.92,1018.37,138540.41,3768.0,48.9,4.81,640.84,441.0,50.79,429,18.72,14.16,67.77,6.0,0,1,898.0,1,43,-0.9919344490363198
