,HY_id,HY_tipo,HY_metros_totales,HY_num_banos,HY_num_terrazas,HY_trastero,HY_num_garajes,HY_precio,% Descuento,IDEA_area,IDEA_poblacion,IDEA_densidad,IDEA_pc_1960,IDEA_pc_1960_69,IDEA_pc_1970_79,IDEA_pc_1980_89,IDEA_pc_1990_99,IDEA_pc_2000_10,IDEA_pc_comercio,IDEA_pc_industria,IDEA_pc_oficina,IDEA_pc_otros,IDEA_pc_residencial,IDEA_pc_trast_parking,IDEA_ind_tienda,IDEA_ind_turismo,IDEA_ind_alimentacion,IDEA_ind_riqueza,IDEA_rent_alquiler,IDEA_ind_elasticidad,IDEA_ind_liquidez,IDEA_unitprice_sale_residential,IDEA_price_sale_residential,IDEA_stock_sale_residential,IDEA_demand_sale_residential,IDEA_unitprice_rent_residential,IDEA_price_rent_residential,IDEA_stock_rent_residential,IDEA_demand_rent_residential,GA_page_views,GA_mean_bounce,GA_exit_rate,TARGET,num_images,image_brightness,piscina,has_image,Num_anun_pro,Num_anunciosCP,im_size,bordes,descr_len,has_description,active_week,indicador_demanda_zona,diff_precio_zona
1904,6037198,Piso,56.42,1,0,1,1,64300.0,0.0,2548.47,10900.0,4.28,0.1,0.1,0.21,0.13,0.15,0.31,0.01,0.01,0.01,0.03,0.46,0.48,0.0,0.5,0.5,0.13,6.9,4.5,0.0,731.94,104659.72,1233.0,49.24,4.98,571.4,48.0,52.43,305,7.64,5.52,45.31,8.0,0.4586277233115468,0,1,2080.0,16,359018.375,692.125,853.0,1,33,101.67,-0.9891107411253529
1905,6037219,Piso,117.0,1,0,0,0,80000.0,-9.09,2000.0,11873.0,5.94,0.16,0.16,0.27,0.12,0.1,0.19,0.02,0.01,0.01,0.03,0.48,0.45,0.5,0.5,0.0,0.15,4.99,4.5,0.0,757.8,136263.13,912.0,48.24,4.19,479.08,75.0,51.73,391,12.96,13.47,52.22,3.0,0.6749941902687001,0,1,2080.0,7,691200.0,531.0,0.0,0,46,99.97,-0.9949820565272448
1906,6037226,Piso,104.0,2,0,0,0,76600.0,-9.13,44.82,4981.0,111.13,0.13,0.13,0.31,0.11,0.11,0.21,0.02,0.0,0.01,0.02,0.59,0.36,1.0,0.0,0.0,0.11,5.82,3.0,0.0,797.77,101517.94,738.0,48.42,3.53,493.78,39.0,51.23,601,26.6,10.21,67.0,8.0,0.6068789488017429,0,1,2080.0,101,158217.25,526.75,552.0,1,46,99.65,-0.9927447457903651
1907,6037227,Garaje,22.35,0,0,0,0,14300.0,-0.69,619.37,2625.0,4.24,0.01,0.01,0.05,0.34,0.1,0.49,0.02,0.0,0.0,0.1,0.47,0.4,0.21,0.12,0.67,0.4,4.04,2.5,0.5,2366.73,372978.89,2319.0,49.36,8.36,1046.47,264.0,52.24,3,0.0,0.0,28.67,3.0,0.5413986928104575,0,1,534.0,23,201723.3333333333,719.6666666666665,334.0,1,25,101.6,-0.9982845650350808
1908,6037228,Garaje,23.44,0,0,0,0,14300.0,-5.3,619.37,2625.0,4.24,0.01,0.01,0.05,0.34,0.1,0.49,0.02,0.0,0.0,0.1,0.47,0.4,0.21,0.12,0.67,0.4,4.04,2.5,0.5,2366.73,372978.89,2319.0,49.36,8.36,1046.47,264.0,52.24,8,16.67,16.67,24.05,3.0,0.5413986928104575,0,1,534.0,23,201723.3333333333,719.6666666666665,334.0,1,33,101.6,-0.998364335688313
1909,6037232,Piso,84.0,1,0,0,0,52200.0,-9.06,2771.07,1176.0,0.42,0.17,0.17,0.18,0.13,0.09,0.27,0.0,0.01,0.0,0.12,0.42,0.45,0.0,1.0,0.0,0.11,7.38,2.0,0.0,789.93,93175.07,357.0,48.91,5.41,730.0,6.0,51.25,177,4.88,9.75,39.65,7.0,0.43816215375038897,0,1,2080.0,22,205029.1428571429,726.7142857142858,552.0,1,45,100.16,-0.9933305274530133
1910,6037243,Piso,81.93,2,0,0,0,65200.0,-9.07,2548.47,10900.0,4.28,0.1,0.1,0.21,0.13,0.15,0.31,0.01,0.01,0.01,0.03,0.46,0.48,0.0,0.5,0.5,0.13,6.9,4.5,0.0,731.94,104659.72,1233.0,49.24,4.98,571.4,48.0,52.43,625,19.59,10.96,62.03,6.0,0.3861223674655047,0,1,2080.0,16,156274.16666666663,636.6666666666666,947.0,1,46,101.67,-0.9923962982722734
1911,6037244,Trastero,4.46,0,0,0,0,700.0,-22.220000000000002,2548.47,10900.0,4.28,0.1,0.1,0.21,0.13,0.15,0.31,0.01,0.01,0.01,0.03,0.46,0.48,0.0,0.5,0.5,0.13,6.9,4.5,0.0,731.94,104659.72,1233.0,49.24,4.98,571.4,48.0,52.43,448,17.69,13.08,48.14,3.0,0.4821474219317357,0,1,2080.0,16,201763.66666666663,828.6666666666665,488.0,1,45,101.67,-0.9985003717509876
1912,6037248,Casa de pueblo,70.24,1,0,0,0,74200.0,0.0,322.42,2349.0,7.29,0.26,0.26,0.23,0.12,0.07,0.07,0.02,0.0,0.01,0.01,0.54,0.41,0.11,0.67,0.22,0.11,5.78,1.0,-1.0,727.23,73823.44,876.0,49.49,3.56,483.69,33.0,52.57,480,44.23,20.59,102.6,8.0,0.4775787037037037,0,1,2080.0,32,1051930.75,664.625,977.0,1,46,102.06,-0.9856904780904486
1913,6037290,Piso,82.95,1,0,0,0,97300.0,-3.66,1599.82,31304.0,19.57,0.06,0.06,0.21,0.11,0.18,0.38,0.02,0.01,0.02,0.02,0.51,0.44,0.47,0.15,0.38,0.15,4.54,3.0,0.0,1025.17,143823.58,1758.0,50.02,5.01,578.63,252.0,52.01,765,39.16,30.67,95.62,10.0,0.4819495642701525,0,1,2080.0,25,477201.8,560.3,1977.0,1,46,102.03,-0.9918442039852525
1914,6037291,Garaje,25.0,0,0,0,0,7600.0,-20.830000000000002,3919.66,4904.0,1.25,0.21,0.21,0.14,0.12,0.1,0.21,0.01,0.01,0.01,0.05,0.47,0.45,0.0,1.0,0.0,0.12,6.19,3.0,0.0,787.98,105596.43,519.0,48.12,4.89,451.25,15.0,51.2,25,12.5,13.02,17.99,3.0,0.4599092229484386,0,1,2080.0,11,231000.0,739.3333333333335,103.0,1,46,99.32,-0.9971211147952634
1915,6037292,Garaje,32.54,0,0,0,0,21500.0,-6.93,119.21,34091.0,285.97,0.32,0.32,0.22,0.05,0.05,0.04,0.05,0.01,0.05,0.04,0.57,0.29,0.62,0.06,0.32,0.5,3.59,3.0,1.0,4203.49,628405.62,2127.0,51.79,17.76,1117.46,3162.0,52.02,123,33.33,35.62,38.19,1.0,0.4062821350762527,0,1,77.0,3,90225.0,1042.0,123.0,1,44,103.81,-0.9989485688221296
1916,6037316,Piso,111.0,1,0,0,0,37400.0,-12.82,3414.9,2614.0,0.77,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.29,5.75,3.0,0.0,1132.82,188765.91,339.0,49.28,4.78,1034.0,30.0,50.55,1043,14.94,11.93,51.59,9.0,0.5865326797385619,0,1,794.0,18,391066.66666666674,733.6666666666665,594.0,1,46,99.83,-0.9982150541009395
1917,6037318,Piso,116.13,0,0,1,1,66500.0,-17.7,5048.84,7107.0,1.41,0.2,0.2,0.17,0.11,0.12,0.19,0.04,0.1,0.01,0.09,0.44,0.33,0.0,0.0,0.0,0.09,4.32,3.0,0.0,597.73,111987.29,207.0,47.96,2.31,392.07,21.0,51.73,150,31.62,22.15,122.01,7.0,0.4555859010270775,0,1,794.0,4,332010.5714285714,612.0,788.0,1,45,99.69,-0.9948866151066079
1918,6037325,Garaje,25.32,0,0,0,0,8100.0,0.0,617.59,4422.0,7.16,0.18,0.18,0.1,0.13,0.08,0.34,0.04,0.04,0.0,0.05,0.5,0.36,0.83,0.0,0.17,0.21,4.65,3.0,0.0,1174.57,166543.67,1470.0,49.57,5.21,754.75,84.0,52.45,27,0.0,11.76,45.67,2.0,0.5479150326797385,0,1,794.0,5,204000.0,870.5,163.0,1,44,102.02000000000001,-0.9980791511723613
1919,6037329,Piso,123.0,2,0,0,0,156000.0,-8.77,41.46,7470.0,180.18,0.05,0.05,0.24,0.33,0.13,0.2,0.08,0.01,0.01,0.01,0.56,0.33,0.14,0.08,0.78,0.2,3.68,3.5,0.0,1535.98,229581.38,2010.0,49.24,7.24,771.25,153.0,51.39,730,16.84,14.0,42.8,7.0,0.5794187675070027,0,1,794.0,22,327598.0,716.8571428571429,848.0,1,46,100.63,-0.9944756291519511
1920,6037330,Piso,66.54,1,0,0,0,74600.0,-18.38,41.46,7470.0,180.18,0.05,0.05,0.24,0.33,0.13,0.2,0.08,0.01,0.01,0.01,0.56,0.33,0.14,0.08,0.78,0.2,3.68,3.5,0.0,1535.98,229581.38,2010.0,49.24,7.24,771.25,153.0,51.39,1467,34.47,17.17,43.97,3.0,0.4378264342774147,0,1,794.0,22,259801.33333333328,832.0,537.0,1,46,100.63,-0.9951166329461046
1921,6037334,Piso,79.0,1,0,0,0,85700.0,-9.02,1994.45,8573.0,4.3,0.1,0.1,0.03,0.06,0.22,0.49,0.02,0.02,0.01,0.18,0.5,0.27,0.35,0.03,0.62,0.14,6.75,1.0,0.0,791.67,128381.5,579.0,49.17,4.08,667.22,60.0,51.54,381,11.15,12.07,41.64,7.0,0.506578898225957,1,1,794.0,5,229080.0,535.2857142857143,649.0,1,46,100.71000000000001,-0.9915501055324772
1922,6037338,Piso,118.0,2,1,0,0,126000.0,-9.35,1913.86,4574.0,2.39,0.2,0.2,0.18,0.14,0.09,0.19,0.04,0.0,0.01,0.11,0.54,0.3,0.6,0.2,0.2,0.25,4.69,2.5,0.0,1515.97,290116.06,564.0,48.79,6.98,900.0,30.0,51.43,551,11.89,10.75,75.99,10.0,0.5511205882352942,0,1,794.0,23,298784.4,475.4,905.0,1,46,100.22,-0.996319415718766
1923,6037348,Piso,139.0,2,0,0,0,90800.0,-12.19,2104.65,15178.0,7.21,0.04,0.04,0.1,0.1,0.2,0.52,0.03,0.03,0.01,0.02,0.54,0.37,0.44,0.0,0.56,0.15,4.48,3.75,0.0,1444.23,137792.74,2229.0,48.96,6.85,501.88,39.0,53.32,201,47.47,40.19,43.38,6.0,0.453538489469862,0,1,794.0,32,185744.5,804.3333333333335,677.0,1,41,102.28,-0.9952592755607302
1924,6037386,Chalet,77.75,1,0,0,0,46700.0,-2.1,34570.35,33987.0,0.98,0.16,0.16,0.21,0.12,0.13,0.21,0.05,0.03,0.01,0.06,0.49,0.37,0.44,0.33,0.22,0.13,4.72,2.5,0.0,795.02,119120.06,2013.0,48.71,3.23,480.62,39.0,50.73,36,30.56,68.11,37.88,2.0,0.4674351851851852,1,1,794.0,17,438422.0,1057.5,534.0,1,28,99.44,-0.9949576663509343
1925,6037387,Casa de pueblo,264.0,1,0,0,1,138000.0,-8.0,7453.28,4918.0,0.66,0.18,0.18,0.03,0.12,0.08,0.41,0.02,0.0,0.01,0.1,0.55,0.33,0.42,0.17,0.42,0.11,5.37,2.0,0.0,735.09,95369.62,543.0,48.44,3.35,399.81,21.0,51.09,1097,18.82,11.23,28.85,9.0,0.4681270878721859,0,1,534.0,58,251685.33333333328,657.5555555555555,1074.0,1,46,99.53,-0.9945189330446396
1926,6037391,Piso,64.8,1,0,0,0,29900.0,-9.120000000000001,2548.47,10900.0,4.28,0.1,0.1,0.21,0.13,0.15,0.31,0.01,0.01,0.01,0.03,0.46,0.48,0.0,0.5,0.5,0.13,6.9,4.5,0.0,731.94,104659.72,1233.0,49.24,4.98,571.4,48.0,52.43,322,39.62,14.82,91.51,3.0,0.3930098039215686,0,1,2080.0,16,120214.66666666669,691.0,0.0,0,32,101.67,-0.9955912384144883
1927,6037396,Piso,113.71,2,0,1,1,67600.0,-9.75,414.31,1372.0,3.31,0.27,0.27,0.11,0.14,0.1,0.12,0.01,0.01,0.01,0.05,0.4,0.53,1.0,0.0,0.0,0.12,5.42,2.0,0.0,564.71,84177.27,621.0,48.6,4.77,557.7,60.0,48.21,49,10.71,16.96,187.88,10.0,0.4549041394335512,0,1,2080.0,6,248326.9,551.9,780.0,1,44,96.81,-0.9929375855573515
1928,6037416,Casa de pueblo,79.0,2,0,0,0,57000.0,-8.21,4009.46,2701.0,0.67,0.23,0.23,0.11,0.16,0.13,0.14,0.01,0.0,0.0,0.12,0.6,0.26,0.5,0.0,0.5,0.24,3.25,2.0,0.0,910.02,246899.09,123.0,47.17,5.75,575.0,3.0,48.21,275,35.21,39.39,55.33,7.0,0.4814584500466853,0,1,534.0,2,305291.71428571426,574.0,896.0,1,46,95.38,-0.9970776766032561
1929,6037428,Piso,117.0,1,0,1,1,148000.0,-9.76,8.64,1.0,0.12,0.06,0.06,0.12,0.07,0.12,0.57,0.0,0.0,0.0,0.07,0.5,0.43,0.0,0.0,0.0,0.3,4.734999999999999,4.5,-1.0,1782.0,282336.67,39.0,49.28,5.83,1400.0,3.0,51.39,3380,52.24,34.19,101.62,5.0,0.5480074074074075,0,1,5.0,1,155979.6,844.0,986.0,1,46,100.67,-0.9955196848324476
1930,6037431,Chalet,190.0,2,0,0,1,154000.0,-9.99,5705.88,14110.0,2.47,0.11,0.11,0.26,0.15,0.13,0.24,0.01,0.03,0.0,0.12,0.47,0.37,0.0,1.0,0.0,0.21,6.33,3.0,0.0,1090.38,145363.0,1824.0,50.18,7.01,793.65,72.0,52.15,324,13.06,29.01,105.61,10.0,0.522572440087146,1,1,161.0,3,274450.0,535.2,971.0,1,45,102.33,-0.9944241222608954
1931,6037432,Piso,99.82,2,0,0,0,112000.0,-8.200000000000001,3716.69,1620.0,0.44,0.24,0.24,0.18,0.12,0.09,0.12,0.02,0.01,0.01,0.11,0.51,0.35,0.0,0.5,0.5,0.16,2.52,3.0,0.0,903.54,140683.85,96.0,49.36,3.61,650.0,9.0,53.0,312,6.73,10.05,45.16,10.0,0.4553152505446623,0,1,38.0,2,244818.0,593.0,885.0,1,46,102.36,-0.9920245313492373
1932,6037434,Piso,52.61,1,0,0,0,35400.0,-9.0,1845.0,33023.0,17.9,0.17,0.17,0.31,0.11,0.12,0.12,0.01,0.0,0.0,0.04,0.71,0.24,0.45,0.55,0.0,0.14,7.84,4.0,0.0,910.09,119778.44,1053.0,51.08,5.83,887.14,204.0,52.71,5900,37.59,8.25,59.92,3.0,0.605366739288308,0,1,122.0,2,272104.0,560.3333333333334,691.0,1,46,103.78999999999999,-0.9943823289140313
1933,6037439,Piso,160.25,1,0,0,0,196000.0,0.0,53.44,13140.0,245.86,0.19,0.19,0.28,0.1,0.13,0.12,0.04,0.0,0.02,0.02,0.59,0.33,0.23,0.46,0.31,0.18,3.87,3.5,0.0,1324.6,174982.81,1575.0,49.58,6.49,578.96,270.0,51.4,39,0.0,7.88,72.21,7.0,0.4042284469343293,0,1,1768.0,13,110864.28571428572,546.0,869.0,1,46,100.97999999999999,-0.9930102338420732
1934,6037440,Piso,134.7,2,0,0,0,182000.0,0.0,53.44,13140.0,245.86,0.19,0.19,0.28,0.1,0.13,0.12,0.04,0.0,0.02,0.02,0.59,0.33,0.23,0.46,0.31,0.18,3.87,3.5,0.0,1324.6,174982.81,1575.0,49.58,6.49,578.96,270.0,51.4,99,2.63,12.92,134.91,10.0,0.3434206971677559,0,1,1768.0,13,102355.6,590.5,874.0,1,46,100.97999999999999,-0.992278380343355
1935,6037441,Piso,172.45,2,0,0,0,214000.0,0.0,53.44,13140.0,245.86,0.19,0.19,0.28,0.1,0.13,0.12,0.04,0.0,0.02,0.02,0.59,0.33,0.23,0.46,0.31,0.18,3.87,3.5,0.0,1324.6,174982.81,1575.0,49.58,6.49,578.96,270.0,51.4,41,7.69,33.08,28.67,6.0,0.39783877995642697,0,1,1768.0,13,115605.16666666669,588.3333333333334,874.0,1,39,100.97999999999999,-0.9929082210833999
1936,6037443,Piso,45.73,1,0,0,0,53900.0,-9.11,113.83,13247.0,116.38,0.17,0.17,0.34,0.15,0.07,0.1,0.06,0.01,0.04,0.04,0.57,0.29,0.39,0.26,0.36,0.19,4.57,1.0,0.0,1192.48,161703.12,1599.0,50.19,6.23,860.96,393.0,51.77,2114,27.47,12.16,41.34,8.0,0.5370725762527233,0,1,1768.0,3,183225.0,660.875,805.0,1,46,101.96000000000001,-0.9927109796240136
1937,6037444,Piso,75.7,1,0,0,0,78500.0,-9.04,4030.68,3882.0,0.96,0.0,0.0,0.03,0.05,0.46,0.45,0.02,0.0,0.0,0.11,0.54,0.33,0.18,0.36,0.45,0.26,5.36,3.0,0.0,1878.64,229573.24,834.0,49.54,9.0,1019.4,90.0,51.29,4759,29.87,19.96,101.66,10.0,0.5447157952069717,0,1,1768.0,13,262198.7,573.0,917.0,1,46,100.83,-0.9954829747972179
1938,6037445,Piso,78.8,1,0,0,0,73800.0,-9.11,10038.68,5952.0,0.59,0.02,0.02,0.09,0.15,0.41,0.31,0.02,0.01,0.01,0.04,0.57,0.36,0.0,0.94,0.06,0.16,7.31,3.0,0.0,980.4,112592.86,345.0,49.74,4.37,1037.5,9.0,51.2,1078,31.57,11.95,48.16,6.0,0.47489651416122,0,1,1768.0,3,219612.0,480.33333333333326,827.0,1,46,100.94,-0.9916819927715642
1939,6037447,Casa de pueblo,111.0,2,0,0,0,41300.0,0.0,4527.92,1259.0,0.28,0.09,0.09,0.15,0.19,0.2,0.28,0.01,0.01,0.0,0.05,0.57,0.36,0.57,0.14,0.29,0.09,5.31,3.0,0.0,592.61,59350.83,141.0,48.77,4.59,447.69,45.0,48.21,290,13.94,16.46,48.92,6.0,0.5068945170660857,0,1,1768.0,7,166090.0,425.0,1275.0,1,46,96.98,-0.9937309710399658
1940,6037448,Casa de pueblo,195.0,1,0,1,0,84400.0,-9.049999999999999,28176.13,6669.0,0.24,0.19,0.19,0.16,0.18,0.13,0.15,0.01,0.01,0.0,0.07,0.54,0.36,0.0,0.0,0.0,0.12,4.23,3.0,0.0,640.78,91749.0,438.0,48.25,3.68,293.75,45.0,49.66,452,10.85,8.57,46.28,6.0,0.43251180101670295,0,1,1768.0,12,235318.16666666663,704.5,971.0,1,46,97.91,-0.9952825587982375
1941,6037451,Piso,100.12,1,0,0,0,47700.0,-8.97,1733.63,3315.0,1.91,0.17,0.17,0.35,0.12,0.1,0.09,0.03,0.01,0.01,0.02,0.48,0.45,0.0,1.0,0.0,0.19,6.92,5.0,-0.5,695.0,104237.67,774.0,48.35,4.36,400.0,36.0,52.06,480,19.79,8.47,42.58,9.0,0.5777724521907529,0,1,2080.0,32,319015.7777777777,615.3333333333334,1050.0,1,46,100.41,-0.9954294039184036
1942,6037452,Piso,90.0,1,0,0,0,39600.0,-8.97,440.18,4055.0,9.21,0.09,0.09,0.03,0.04,0.07,0.68,0.02,0.01,0.0,0.04,0.6,0.32,0.39,0.0,0.61,0.1,7.15,4.0,0.0,897.73,102944.76,1137.0,49.1,6.18,603.04,30.0,52.52,310,14.04,10.97,51.18,7.0,0.5203308434484905,0,1,794.0,5,225308.57142857145,822.1428571428571,715.0,1,46,101.62,-0.9957258630745266
1943,6037453,Piso,110.8,2,1,0,0,87400.0,0.0,1584.19,7430.0,4.69,0.05,0.05,0.21,0.12,0.14,0.44,0.01,0.01,0.02,0.06,0.42,0.48,0.56,0.11,0.33,0.1,5.82,2.5,0.0,897.3,114585.0,1206.0,48.73,5.33,481.31,33.0,50.11,78,28.57,6.13,64.62,10.0,0.4489125272331155,0,1,1347.0,63,933198.5,701.1,1107.0,1,6,98.84,-0.9931159517889783
1944,6037456,Piso,109.0,2,1,0,0,78700.0,-9.02,3169.27,653.0,0.21,0.09,0.09,0.41,0.07,0.11,0.23,0.03,0.02,0.04,0.01,0.47,0.43,0.63,0.06,0.31,0.13,6.13,2.0,0.0,842.05,117686.47,1101.0,49.3,5.11,580.25,33.0,51.17,2017,45.72,18.59,74.22,10.0,0.5216177559912855,0,1,2080.0,31,287184.0,516.6,1054.0,1,46,100.47,-0.9938648992647681
1945,6037457,Chalet,199.4,1,0,0,0,127000.0,-3.7900000000000005,487.59,626.0,1.28,0.14,0.14,0.05,0.06,0.24,0.37,0.0,0.0,0.0,0.2,0.54,0.25,0.0,0.0,1.0,0.31,2.5,3.0,0.0,930.14,158143.75,126.0,49.58,4.24,617.0,12.0,53.8,125,4.0,13.57,131.15,10.0,0.5062566448801743,0,1,794.0,2,301363.2,723.3,653.0,1,45,103.38,-0.9959725836007014
1946,6037475,Piso,85.84,1,0,0,0,70600.0,-19.040000000000003,1304.08,8521.0,6.53,0.0,0.0,0.03,0.17,0.27,0.52,0.02,0.0,0.0,0.06,0.51,0.4,0.5,0.5,0.0,0.14,4.82,4.0,0.0,1068.02,144439.44,1995.0,49.12,4.2,598.08,189.0,52.02,1994,31.51,9.91,48.9,5.0,0.4911875816993464,0,1,1768.0,243,228804.0,617.4,804.0,1,46,101.14,-0.9943058461634446
1947,6037486,Piso,80.06,1,0,0,0,48600.0,-9.16,989.5,10648.0,10.76,0.0,0.0,0.12,0.13,0.23,0.51,0.03,0.0,0.0,0.03,0.58,0.35,0.2,0.6,0.2,0.2,6.73,3.0,-1.0,697.2,80227.29,1248.0,49.97,4.59,463.5,27.0,51.67,6,0.0,0.0,58.9,10.0,0.5433746187363834,0,1,1768.0,40,278914.6,406.6,1064.0,1,38,101.64,-0.992433438591
1948,6037487,Piso,83.14,1,0,0,0,48000.0,-9.09,989.5,10648.0,10.76,0.0,0.0,0.12,0.13,0.23,0.51,0.03,0.0,0.0,0.03,0.58,0.35,0.2,0.6,0.2,0.2,6.73,3.0,-1.0,697.2,80227.29,1248.0,49.97,4.59,463.5,27.0,51.67,3,33.33,66.67,29.67,10.0,0.5528897603485838,0,1,1768.0,40,278914.6,397.4,1064.0,1,35,101.64,-0.9928037027366657
1949,6037488,Piso,83.14,1,0,0,0,46600.0,-9.16,1330.5,8333.5,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,10,0.0,8.33,84.61,10.0,0.524151633986928,0,1,1768.0,40,315586.0,397.0,1064.0,1,12,92.93,-0.9952019222359461
1950,6037489,Piso,79.3,1,0,0,0,48200.0,-9.06,1330.5,8333.5,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,68.0,10.0,0.524151633986928,0,1,1768.0,40,315586.0,397.0,1064.0,1,0,92.93,-0.9947968632910212
1951,6037491,Piso,79.3,1,0,0,0,48600.0,-9.16,989.5,10648.0,10.76,0.0,0.0,0.12,0.13,0.23,0.51,0.03,0.0,0.0,0.03,0.58,0.35,0.2,0.6,0.2,0.2,6.73,3.0,-1.0,697.2,80227.29,1248.0,49.97,4.59,463.5,27.0,51.67,7,40.0,60.0,30.27,10.0,0.524151633986928,0,1,1768.0,40,315586.0,397.0,1064.0,1,41,101.64,-0.9923609217351256
1952,6037503,Piso,117.81,1,0,0,0,59500.0,-9.98,11448.19,13060.0,1.14,0.25,0.25,0.12,0.14,0.08,0.16,0.01,0.01,0.0,0.07,0.48,0.42,0.0,0.0,0.0,0.09,5.27,4.0,0.0,592.52,68442.29,516.0,49.04,4.57,484.55,42.0,48.21,429,6.12,17.36,44.22,6.0,0.5080964052287583,0,1,1516.0,26,240791.83333333328,780.1666666666665,755.0,1,46,97.25,-0.9926207830706644
1953,6037506,Casa de pueblo,182.0,3,0,0,0,42300.0,-10.0,63346.34,16750.0,0.26,0.28,0.28,0.1,0.1,0.09,0.15,0.02,0.01,0.0,0.02,0.44,0.51,0.2,0.4,0.4,0.3,7.21,3.5,0.0,569.11,78725.06,1086.0,48.44,4.68,603.12,21.0,51.13,491,11.32,9.43,63.42,6.0,0.5189562454611475,0,1,1516.0,64,227416.0,611.3333333333334,584.0,1,46,99.57,-0.9970477306410744
1954,6037509,Casa de pueblo,53.31,1,0,0,0,21500.0,-15.35,11448.19,13060.0,1.14,0.25,0.25,0.12,0.14,0.08,0.16,0.01,0.01,0.0,0.07,0.48,0.42,0.0,0.0,0.0,0.09,5.27,4.0,0.0,592.52,68442.29,516.0,49.04,4.57,484.55,42.0,48.21,687,12.04,6.4,40.84,3.0,0.5835043572984749,0,1,1516.0,26,152638.0,678.6666666666666,525.0,1,46,97.25,-0.9941074232849031
1955,6037510,Piso,146.0,1,0,0,0,47100.0,-9.94,63346.34,16750.0,0.26,0.28,0.28,0.1,0.1,0.09,0.15,0.02,0.01,0.0,0.02,0.44,0.51,0.2,0.4,0.4,0.3,7.21,3.5,0.0,569.11,78725.06,1086.0,48.44,4.68,603.12,21.0,51.13,237,9.03,8.73,63.26,4.0,0.4839049564270153,0,1,1516.0,64,250469.75,550.5,673.0,1,46,99.57,-0.9959021594937364
1956,6037511,Casa de pueblo,46.97,1,0,0,0,12300.0,-10.22,8752.14,6478.0,0.74,0.24,0.24,0.13,0.12,0.09,0.18,0.02,0.03,0.0,0.09,0.47,0.39,0.31,0.62,0.08,0.1,7.23,3.0,0.0,644.7,81900.87,273.0,48.12,2.43,400.0,6.0,48.21,882,22.45,9.87,50.77,5.0,0.5172501089324619,0,1,1516.0,15,194768.8,451.8,683.0,1,46,96.33,-0.996802606879967
1957,6037513,Piso,113.0,2,0,0,0,66000.0,-10.08,1579.41,40655.0,25.74,0.09,0.09,0.17,0.18,0.16,0.31,0.02,0.01,0.01,0.01,0.4,0.54,0.5,0.33,0.17,0.11,4.96,3.0,0.0,766.07,112541.0,3198.0,48.61,3.93,504.0,111.0,51.33,876,19.94,7.7,44.48,7.0,0.5324319950202303,0,1,1516.0,74,207664.1428571429,683.5714285714286,734.0,1,46,99.94,-0.9948101509986567
1958,6037515,Piso,82.85,1,0,1,1,62100.0,-9.08,1322.09,3183.0,2.41,0.07,0.07,0.06,0.06,0.15,0.59,0.01,0.01,0.01,0.05,0.45,0.47,0.0,0.0,0.0,0.09,5.14,1.5,0.0,602.07,88864.94,996.0,46.92,2.84,353.57,12.0,49.85,15,0.0,9.09,23.68,9.0,0.4459452916969257,0,1,384.0,55,190464.44444444447,572.6666666666666,1168.0,1,41,96.77000000000001,-0.9915653195200077
1959,6037516,Piso,82.97,1,0,1,1,62200.0,-9.06,1322.09,3183.0,2.41,0.07,0.07,0.06,0.06,0.15,0.59,0.01,0.01,0.01,0.05,0.45,0.47,0.0,0.0,0.0,0.09,5.14,1.5,0.0,602.07,88864.94,996.0,46.92,2.84,353.57,12.0,49.85,12,14.29,9.52,113.29,9.0,0.4459452916969257,0,1,384.0,55,190464.44444444447,572.6666666666666,1168.0,1,40,96.77000000000001,-0.9915639558761942
1960,6037519,Piso,70.6,2,0,1,1,51600.0,-9.15,1322.09,3183.0,2.41,0.07,0.07,0.06,0.06,0.15,0.59,0.01,0.01,0.01,0.05,0.45,0.47,0.0,0.0,0.0,0.09,5.14,1.5,0.0,602.07,88864.94,996.0,46.92,2.84,353.57,12.0,49.85,30,11.54,7.44,76.07,9.0,0.4459452916969257,0,1,384.0,55,190464.44444444447,572.6666666666666,1172.0,1,45,96.77000000000001,-0.9917754044849539
1961,6037534,Local,86.39,0,0,0,0,151000.0,-8.48,186.02,16286.0,87.55,0.04,0.04,0.57,0.14,0.1,0.12,0.05,0.04,0.0,0.01,0.59,0.31,0.0,0.5,0.5,0.18,5.75,2.0,0.0,1884.54,249406.47,813.0,49.31,10.83,2576.72,66.0,52.49,189,20.71,21.72,63.71,10.0,0.4323839869281045,0,1,161.0,5,305920.0,681.9,0.0,0,35,101.80000000000001,-0.9929918117722542
